seeking,r_new,r_old,tot_enc,tot_par
0.000000,0.274595,0.092461,142.000000,111.000000
0.000000,0.273143,0.167769,161.000000,103.000000
0.000000,0.272169,0.077320,145.000000,120.000000
0.000000,0.271838,0.140452,166.000000,117.000000
0.000000,0.271656,0.149377,153.000000,111.000000
0.000000,0.271410,0.126633,150.000000,108.000000
0.000000,0.271316,0.212791,171.000000,98.000000
0.000000,0.271237,0.221987,147.000000,92.000000
0.000000,0.270997,0.336225,214.000000,96.000000
0.000000,0.270767,0.201801,186.000000,103.000000
0.000000,0.270754,0.199132,189.000000,111.000000
0.000000,0.270516,0.304052,195.000000,92.000000
0.000000,0.269098,0.032551,81.000000,74.000000
0.000000,0.268079,0.199113,158.000000,92.000000
0.000000,0.267842,0.135501,130.000000,95.000000
0.000000,0.267254,0.347349,231.000000,99.000000
0.000000,0.266737,0.081036,151.000000,123.000000
0.000000,0.266353,0.043578,104.000000,94.000000
0.000000,0.266189,0.138047,129.000000,93.000000
0.000000,0.265672,0.296636,196.000000,102.000000
0.000000,0.264817,0.055470,113.000000,87.000000
0.000000,0.264374,0.118311,139.000000,93.000000
0.000000,0.263678,0.210452,161.000000,95.000000
1.000000,0.262046,0.368207,215.000000,99.000000
0.000000,0.261961,0.070651,127.000000,106.000000
0.000000,0.261660,0.097559,121.000000,86.000000
0.000000,0.261424,0.338793,201.000000,97.000000
0.000000,0.260894,0.266720,209.000000,111.000000
0.000000,0.260651,0.082189,132.000000,105.000000
0.000000,0.260093,0.618857,304.000000,81.000000
0.000000,0.260080,0.202116,161.000000,99.000000
0.000000,0.259549,0.232195,164.000000,93.000000
0.000000,0.259343,0.287254,183.000000,83.000000
0.000000,0.259203,0.192842,164.000000,91.000000
0.000000,0.258915,0.516088,263.000000,94.000000
0.000000,0.258790,0.385607,223.000000,90.000000
0.000000,0.258711,0.113156,124.000000,89.000000
0.000000,0.257903,0.156635,124.000000,80.000000
0.000000,0.257197,0.414039,242.000000,109.000000
0.000000,0.256952,0.259001,162.000000,86.000000
0.000000,0.255562,0.072974,116.000000,91.000000
0.000000,0.255092,0.115847,147.000000,98.000000
0.000000,0.254463,0.045934,100.000000,80.000000
0.000000,0.254169,0.175827,182.000000,103.000000
0.000000,0.253701,0.041990,101.000000,84.000000
0.000000,0.253636,0.068879,109.000000,84.000000
0.000000,0.253198,0.101950,117.000000,89.000000
0.000000,0.252742,0.064515,121.000000,97.000000
0.000000,0.252490,0.301145,180.000000,88.000000
0.000000,0.252452,0.073675,112.000000,82.000000
0.000000,0.252287,0.356087,216.000000,81.000000
0.000000,0.251858,0.118685,135.000000,94.000000
0.000000,0.251255,0.207179,169.000000,99.000000
0.000000,0.250909,0.081888,127.000000,96.000000
0.000000,0.250776,0.322430,205.000000,95.000000
0.000000,0.250744,0.066040,116.000000,83.000000
0.000000,0.250441,0.330349,217.000000,107.000000
0.000000,0.250092,0.128053,139.000000,96.000000
0.000000,0.249367,0.107441,123.000000,85.000000
0.000000,0.249093,0.385778,240.000000,96.000000
0.000000,0.248561,0.097091,135.000000,97.000000
0.000000,0.246681,0.460050,251.000000,81.000000
0.000000,0.246421,0.197031,154.000000,89.000000
0.000000,0.246362,0.292755,185.000000,87.000000
0.000000,0.246358,0.130672,133.000000,92.000000
0.000000,0.245786,0.182931,153.000000,91.000000
0.000000,0.245780,0.049708,108.000000,94.000000
0.000000,0.244728,0.433337,236.000000,94.000000
0.000000,0.244350,0.060896,92.000000,75.000000
0.000000,0.243952,0.243244,165.000000,89.000000
0.000000,0.243877,0.157767,154.000000,97.000000
0.000000,0.243307,0.057727,96.000000,75.000000
0.000000,0.242994,0.288844,186.000000,96.000000
0.000000,0.242407,0.173719,137.000000,80.000000
0.000000,0.242390,0.165126,161.000000,111.000000
0.000000,0.242234,0.245039,176.000000,89.000000
0.000000,0.242135,0.116104,121.000000,80.000000
0.000000,0.241389,0.290058,197.000000,88.000000
0.000000,0.241155,0.063411,122.000000,106.000000
0.000000,0.240919,0.312260,223.000000,110.000000
0.000000,0.240261,0.037831,103.000000,91.000000
0.000000,0.239952,0.077360,137.000000,104.000000
0.000000,0.239562,0.421173,246.000000,97.000000
0.000000,0.239347,0.142068,128.000000,74.000000
0.000000,0.238368,0.288257,204.000000,103.000000
0.000000,0.238333,0.047345,97.000000,81.000000
0.000000,0.238282,0.026562,99.000000,90.000000
0.000000,0.238198,0.065487,110.000000,87.000000
0.000000,0.238153,0.064346,103.000000,80.000000
0.000000,0.238023,0.087894,109.000000,74.000000
0.000000,0.238013,0.346107,204.000000,93.000000
0.000000,0.237544,0.201987,138.000000,81.000000
0.000000,0.237166,0.082794,118.000000,85.000000
0.000000,0.236854,0.146512,136.000000,88.000000
0.000000,0.236790,0.035722,92.000000,85.000000
0.000000,0.236218,0.019244,79.000000,70.000000
0.000000,0.236170,0.512244,261.000000,87.000000
0.000000,0.235822,0.014837,82.000000,74.000000
0.000000,0.235741,0.303461,197.000000,82.000000
0.000000,0.235377,0.076725,112.000000,89.000000
0.000000,0.235050,0.286629,184.000000,88.000000
0.000000,0.234649,0.051999,114.000000,94.000000
0.000000,0.234439,0.086025,123.000000,97.000000
0.000000,0.234169,0.164316,146.000000,95.000000
0.000000,0.233710,0.140758,133.000000,87.000000
0.000000,0.233455,0.098634,109.000000,77.000000
0.000000,0.233290,0.237269,179.000000,96.000000
0.000000,0.233034,0.237587,172.000000,83.000000
0.000000,0.233007,0.175122,159.000000,107.000000
0.000000,0.232736,0.144543,145.000000,95.000000
0.000000,0.232467,0.114604,159.000000,106.000000
0.000000,0.232423,0.023502,99.000000,89.000000
0.000000,0.231958,0.097774,129.000000,91.000000
0.000000,0.231664,0.339527,207.000000,81.000000
0.000000,0.230232,0.124429,137.000000,84.000000
0.000000,0.229903,0.202887,159.000000,90.000000
0.000000,0.229691,0.135309,122.000000,74.000000
0.000000,0.229468,0.344959,217.000000,89.000000
0.000000,0.229442,0.121142,138.000000,103.000000
