rows,cols,strengths
0,296,1
0,310,1
0,515,1
0,695,1
0,1177,1
0,1874,1
0,3470,1
0,6008,1
0,8068,1
0,20496,1
0,37006,1
0,115263,1
0,145927,2
1,143,1
1,635,1
1,2743,1
1,3267,1
1,16923,1
1,38790,2
1,114083,1
2,97,1
2,385,1
2,449,1
2,877,1
2,1369,1
2,1927,1
2,6026,1
2,6507,2
2,6933,1
2,7586,2
2,7616,1
2,8549,2
2,35031,1
3,791,1
3,2528,1
3,3051,1
3,3868,1
3,4454,1
3,5158,1
3,6828,1
3,9151,1
3,22345,1
3,23401,2
3,26975,2
3,83042,2
4,0,1
4,494,1
4,920,1
4,950,1
4,951,1
4,1158,1
4,1187,1
4,1443,1
4,3358,1
4,7852,1
4,22199,1
4,25205,1
4,27172,1
4,88681,2
4,101548,2
5,171,1
5,380,1
5,714,1
5,1087,1
5,1373,1
5,2725,2
5,2847,1
5,3392,1
5,4795,1
5,5237,1
5,5538,2
5,9802,2
5,17119,1
5,54603,1
6,204,1
6,1528,1
6,2621,2
6,3135,2
6,3212,1
6,9767,1
6,43453,1
6,114215,1
6,129706,1
7,29,1
7,990,1
7,1376,2
7,7257,1
7,7872,2
7,11372,2
7,17872,1
7,37407,2
7,62687,5
7,81300,2
7,88623,3
8,210,1
8,876,1
8,992,1
8,1096,1
8,1354,1
8,1417,1
8,1683,1
8,3792,1
8,4169,1
8,5343,1
8,5749,1
8,15421,1
9,59,1
9,76,1
9,1127,1
9,1253,1
9,1529,1
9,5463,2
9,12507,1
9,12927,1
9,16868,1
9,31421,1
9,61131,1
10,1380,1
10,8768,1
10,9080,1
10,116110,1
10,133046,1
10,136958,1
11,24,1
11,176,1
11,1232,1
11,1873,1
11,2641,1
11,4919,1
11,8196,1
11,55563,2
11,56723,2
11,76004,2
12,60,1
12,870,1
12,962,3
12,1047,1
12,1051,1
12,1326,1
12,1410,1
12,1594,1
12,5718,1
12,11744,1
12,31849,2
12,47763,1
13,35,1
13,864,1
13,1072,1
13,1552,2
13,2393,1
13,3549,1
13,3661,1
13,3994,1
13,9887,1
13,17070,1
13,25347,2
13,28753,1
13,122447,2
14,721,2
14,1953,1
14,3062,1
14,3112,1
14,3601,1
15,25,1
15,961,1
15,2187,1
15,2440,1
15,3058,1
15,3892,1
15,5657,1
15,6264,1
15,12551,1
15,22806,1
15,34934,1
15,35958,1
15,73358,2
15,93695,3
16,236,1
16,1723,1
16,2216,1
16,2436,1
16,3290,1
16,3862,1
16,3913,1
16,4487,1
16,4788,1
16,10949,1
16,11546,1
16,15067,2
16,37969,2
17,334,1
17,1401,1
17,3444,1
17,5847,1
17,15493,1
17,26748,1
17,43327,3
18,408,1
18,448,1
18,483,1
18,1293,1
18,1392,1
18,2774,1
18,2995,1
18,6517,1
18,6706,1
18,7399,1
18,7740,1
18,30559,2
19,176,1
19,1511,1
19,2409,1
19,2626,1
19,13609,1
19,32719,2
20,767,1
20,3343,1
20,3843,1
20,6095,1
20,6769,1
20,10895,1
20,68805,3
20,85346,1
21,204,1
21,725,1
21,1098,1
21,3012,1
21,3213,1
21,5920,1
21,24391,1
22,513,1
22,2865,1
22,3216,1
22,3748,1
22,12683,2
22,14346,1
22,17196,1
23,89,1
23,394,1
23,1025,2
23,1026,2
23,1173,1
23,1448,1
23,1669,1
23,1867,1
23,4483,1
23,11977,2
23,22760,1
23,28717,1
23,33361,1
23,56778,1
24,148,1
24,497,1
24,565,1
24,1155,1
24,1773,1
24,4721,2
24,4737,1
24,6954,1
24,8778,1
24,9305,2
24,15371,1
24,17665,1
24,49591,1
25,625,1
25,1452,1
25,1836,1
25,3310,1
25,8091,1
25,9461,1
25,10108,1
25,27560,1
25,86737,1
26,183,1
26,528,1
26,687,1
26,1857,1
26,2131,1
26,2247,1
26,2587,1
26,4247,1
26,4570,1
26,6385,1
26,8120,1
26,12688,1
26,16812,2
27,1352,1
27,1512,1
27,1628,1
27,1894,1
27,1991,1
27,3227,1
27,4784,1
27,5926,1
27,48847,1
27,89612,1
28,1346,1
28,1385,1
28,1635,1
28,3081,2
28,3431,1
28,4892,1
28,11670,1
28,17370,1
28,34658,1
28,129578,2
29,334,1
29,465,1
29,637,1
29,2715,1
29,2904,1
29,7114,1
29,7653,1
29,11489,1
30,132,1
30,215,1
30,1173,1
30,3213,1
30,3498,1
30,3919,1
30,11030,1
30,17451,4
30,53898,1
31,191,1
31,373,1
31,432,1
31,892,1
31,1025,1
31,1053,1
31,1564,1
31,1690,1
31,5431,1
31,11474,2
31,21069,2
31,47793,1
31,49627,1
32,112,1
32,388,1
32,697,1
32,710,1
32,1603,1
32,1742,1
32,1939,1
32,2415,1
32,2478,1
32,3507,1
32,6404,1
32,27418,1
33,464,2
33,983,1
33,1085,1
33,1628,1
33,2206,1
33,3224,1
33,6359,1
33,6912,1
33,7369,1
33,17905,1
33,52375,1
34,260,1
34,6990,1
34,7769,1
34,10427,1
34,13292,1
34,93340,1
35,793,1
35,964,1
35,2866,1
35,9159,1
35,9937,1
35,36144,1
36,37,1
36,235,1
36,1396,1
36,2528,1
36,4102,1
36,4252,1
36,74810,1
37,500,1
37,1844,1
37,3105,1
37,3552,2
37,4720,1
37,12149,1
37,12457,1
37,33643,1
37,67661,1
37,140988,3
38,350,1
38,1087,1
38,2973,1
38,3665,1
38,5283,1
38,6658,1
38,7751,1
38,24800,2
39,24,1
39,52,1
39,3288,2
39,3802,1
39,4583,1
39,5431,1
39,9295,1
39,10968,1
39,28035,1
39,53745,1
40,1428,1
40,70877,2
40,99651,1
41,464,1
41,2505,1
41,3825,1
41,3876,1
42,546,1
42,904,1
42,970,1
42,1032,1
42,2070,1
42,3132,1
42,6454,1
42,7510,1
42,14899,1
42,20672,1
42,83301,1
42,106214,1
43,10,1
43,85,1
43,738,1
43,1030,1
43,1741,1
43,9449,1
43,10019,1
43,11512,1
43,11546,1
43,14409,1
43,28431,1
43,35408,1
43,41595,1
43,167832,1
44,1402,1
44,3085,1
44,3712,1
44,4034,1
44,4205,1
44,4745,1
44,30380,2
44,33030,1
44,164522,2
45,1399,1
45,1936,1
45,2155,1
45,2413,1
45,6271,1
45,10424,1
45,39546,2
45,48294,1
45,78390,1
45,78457,1
45,108641,1
45,109813,2
45,140298,1
46,755,1
46,1264,1
46,2180,1
46,2331,1
46,2612,1
46,3014,1
46,3062,1
46,4494,1
46,5783,1
46,9431,1
46,9824,1
46,27473,1
46,27872,1
46,47839,1
46,82959,7
47,167,1
47,751,1
47,2206,1
47,3109,1
47,3438,2
47,13576,1
47,20549,1
47,21419,1
47,25228,1
47,40337,1
47,58635,1
48,197,1
48,353,1
48,1840,1
48,3807,1
48,4935,1
48,6552,3
48,7896,1
48,8092,1
48,11088,1
48,18199,1
48,42900,1
49,501,1
49,514,1
49,562,1
49,576,1
49,598,1
49,791,1
49,1783,1
49,2108,1
49,2211,1
49,2316,1
49,2978,1
49,3083,1
49,4131,1
49,6014,1
49,7207,1
49,8767,5
49,9091,1
49,12364,1
49,29337,2
50,52,1
50,665,1
50,694,2
50,878,1
50,3968,1
50,13757,1
50,14747,1
50,16020,1
50,18485,1
50,23398,1
50,47395,1
51,11,1
51,374,1
51,686,1
51,2343,1
51,2474,1
51,2836,1
51,4881,1
51,10614,1
51,47228,1
51,48775,2
52,1559,1
52,2853,1
52,8985,3
52,13005,1
52,24589,1
52,35452,1
52,75269,2
53,913,1
53,2931,1
53,4109,1
53,4472,1
53,19089,1
53,25677,1
54,512,1
54,784,1
54,999,1
54,1353,1
54,1667,1
54,2063,1
54,4539,1
54,7488,1
54,14730,1
54,24404,1
55,887,1
55,8852,1
55,12925,1
55,16610,2
55,26610,1
55,43860,1
56,77,1
56,485,1
56,572,1
56,711,1
56,973,1
56,2361,1
56,2375,1
56,2570,1
56,2952,1
56,4688,1
56,5568,1
56,6256,1
56,27734,1
57,184,1
57,306,1
57,1467,1
57,3750,1
57,4355,1
57,9756,1
57,11484,1
57,16536,2
57,18528,1
57,19047,1
57,19892,1
57,35658,2
58,64,1
58,535,1
58,638,1
58,856,1
58,944,1
58,1687,1
58,3607,1
58,4211,1
58,4247,1
58,5470,1
58,7127,1
58,12901,1
58,38756,1
59,712,1
59,865,1
59,1599,1
59,3355,1
59,16745,1
59,25447,1
60,8,1
60,133,1
60,282,1
60,4163,2
60,6637,1
60,7486,1
60,10578,1
60,24418,1
60,39878,1
60,74081,1
61,170,1
61,890,1
61,1536,1
61,2154,1
61,5934,1
61,6070,1
61,6911,1
61,8250,1
61,11462,1
61,17403,1
61,23372,1
61,24644,3
61,52910,1
61,59171,1
61,79655,1
61,82160,2
62,10,1
62,867,1
62,931,1
62,994,1
62,1575,1
62,1608,1
62,2868,1
62,6734,1
62,9893,2
62,19137,1
62,78253,2
63,15,1
63,517,1
63,999,1
63,1510,1
63,2440,1
63,2519,1
63,2811,2
63,3143,1
63,3280,1
63,3667,1
63,3978,2
63,4749,1
63,5051,1
63,7193,1
63,7737,1
63,18986,1
63,149548,1
64,105,3
64,411,1
64,1207,1
64,2007,1
64,2314,1
64,4276,1
64,5795,1
64,6877,1
64,13154,1
64,47947,3
64,122782,1
65,481,1
65,3352,1
65,8804,1
65,21099,1
65,23893,1
66,98,1
66,174,1
66,536,1
66,1026,1
66,1060,1
66,1256,1
66,1702,1
66,7416,1
66,8848,1
66,10307,1
66,11885,1
67,717,1
67,816,1
67,919,1
67,3976,1
67,4246,1
67,10460,1
67,13755,1
67,16080,1
68,81,1
68,513,1
68,530,1
