rows,cols,strengths
0,574,1
0,1571,1
0,4029,1
0,4233,1
0,6888,1
1,245,1
1,1299,1
1,1349,1
1,4260,1
1,6052,1
1,8049,1
1,13550,1
1,16226,1
2,1367,1
2,2531,1
2,4255,1
2,18700,2
3,365,1
3,738,2
3,1042,1
3,2370,2
4,316,1
4,348,1
4,523,1
4,573,1
4,796,1
4,1648,1
4,2515,1
4,2670,1
4,7212,1
4,35083,4
5,1041,1
5,1232,1
5,2136,2
5,3368,1
5,4903,2
5,31497,1
6,1858,1
6,4991,2
6,10229,3
6,10701,1
7,41,2
7,219,1
7,2831,2
8,358,2
8,611,1
8,846,1
8,3934,1
8,24568,4
9,120,1
9,4898,2
9,8916,3
9,27330,1
10,23,1
10,134,2
10,2173,1
10,3586,1
10,8618,1
11,369,1
11,469,1
11,1096,1
11,3890,2
11,4075,1
11,31512,15
12,445,1
12,1215,1
12,1610,1
12,1698,1
12,1870,1
12,4273,2
12,5159,2
12,6056,2
12,17844,5
12,19822,1
13,121,1
13,459,1
13,522,1
13,2522,1
13,4132,2
13,10409,6
14,164,2
14,975,1
14,10499,1
15,7091,2
16,256,1
16,288,1
16,343,1
17,1744,3
17,2262,4
17,5066,1
17,7072,1
18,860,1
18,2005,2
18,11304,2
18,13613,3
19,193,1
19,701,1
19,755,1
19,1072,1
19,1079,1
19,3166,1
19,11878,3
19,27283,2
20,154,1
20,205,1
20,877,2
20,4399,2
20,4985,1
20,22425,1
20,33149,1
21,260,1
21,761,1
21,1814,1
21,2435,1
21,3719,1
21,10987,1
21,19877,6
22,8307,1
22,11892,1
23,21,1
23,77,1
23,378,1
23,1346,1
23,4255,4
23,7516,1
23,30715,1
24,464,1
24,521,1
24,3454,1
24,8864,1
25,1414,1
25,1628,1
25,3688,2
25,10437,1
25,27581,1
26,3959,1
27,1058,1
28,480,1
28,966,1
28,5536,2
28,10894,1
28,18973,1
29,1273,1
29,3940,1
29,6304,2
30,219,1
30,2252,1
30,5841,1
30,18675,1
30,25755,1
31,16,1
31,373,1
31,472,1
31,8166,1
31,14128,1
31,19211,1
32,20,1
32,773,2
32,1894,1
32,2229,1
32,9459,8
32,10529,4
32,11349,2
33,3141,1
34,78,1
34,1837,1
34,5839,3
35,59,1
35,1277,2
35,10830,2
36,108,1
36,3148,1
36,8847,1
37,234,2
37,254,1
37,558,1
37,1012,1
37,2241,1
37,13353,2
38,1504,1
38,3122,2
39,1584,1
41,30,1
41,1054,1
41,3421,1
41,5782,1
42,143,1
42,855,1
42,5584,1
43,441,3
43,3914,1
44,208,1
44,410,1
44,1049,2
44,1078,1
44,2166,1
44,3084,1
44,3353,1
44,6984,1
45,633,1
45,11945,1
46,733,1
46,742,1
46,1164,1
46,1673,3
46,1783,1
46,2536,2
47,256,1
47,535,1
47,886,1
47,1832,1
48,132,1
48,907,1
48,7597,1
49,613,1
49,6871,2
49,9917,1
50,4609,1
51,73,1
51,257,1
51,2439,1
51,2632,2
51,2745,2
51,6103,2
52,328,2
52,1352,1
52,1995,2
52,3274,1
52,4586,1
53,231,1
53,2283,1
53,2732,1
53,3527,1
53,9428,6
54,1319,1
54,3088,1
54,11331,5
55,318,1
55,642,1
55,2944,1
55,3359,1
55,13126,4
56,898,1
56,1045,1
56,5823,1
56,11368,8
56,27278,3
57,209,1
57,318,1
57,789,1
57,2465,1
57,2624,4
57,3828,1
57,4756,2
58,687,1
58,1901,2
58,13307,6
58,27509,3
59,801,1
59,11790,1
60,593,1
60,2709,1
60,3261,1
60,3344,1
60,8457,1
60,13402,1
60,15838,1
60,20118,1
60,25069,1
61,10,1
61,58,1
61,5577,1
61,8385,2
62,170,1
62,1440,1
62,1651,1
62,2986,1
62,4549,1
62,7501,1
62,10226,1
63,1074,1
63,1480,1
63,1944,1
63,3092,1
63,37571,3
64,254,1
64,586,1
64,2135,1
64,5702,1
64,7709,4
65,2042,1
65,3195,1
65,4140,1
66,2001,1
67,1224,1
67,5669,1
68,4438,1
68,29169,2
69,2173,1
70,350,1
70,14472,1
71,1107,1
71,1810,2
71,3018,1
71,24838,4
72,15,1
72,3033,2
73,316,1
73,1139,2
73,2816,1
73,4032,1
73,5602,1
74,168,2
74,360,1
74,3279,1
74,6455,1
74,28510,3
75,51,2
75,264,1
75,1092,1
75,1748,1
76,194,2
76,502,1
76,871,1
76,1254,1
76,3927,1
76,5607,1
76,5961,1
76,8758,1
76,10404,4
77,1059,1
77,1846,1
78,2235,1
78,4982,2
78,12412,1
79,582,1
79,924,1
79,956,1
79,2122,1
79,3083,1
79,3583,1
79,5447,1
79,7121,1
79,10271,4
80,859,1
80,2624,2
80,3040,1
80,8170,1
81,786,2
81,2474,1
81,8218,1
82,130,1
82,297,2
82,317,1
82,3012,1
82,4754,1
82,9732,6
83,1104,1
83,1832,2
83,3757,1
84,64,2
84,402,1
84,21716,1
85,424,1
85,692,1
85,1168,1
85,29111,2
86,630,1
86,21132,2
87,166,2
87,436,1
87,4508,1
87,9808,1
87,23208,2
88,1140,1
88,1653,1
88,5160,1
88,5748,1
88,12452,1
88,17866,1
89,64,1
89,639,1
89,2707,1
89,2983,3
90,6343,1
90,7895,1
91,214,1
91,1793,1
91,4996,1
91,7189,1
91,8155,1
91,8865,1
91,11688,1
92,179,1
92,4316,3
92,5759,1
92,14690,1
92,31408,1
93,1585,3
93,6135,1
94,725,1
94,1507,1
94,14900,1
94,17652,1
94,35603,1
95,1353,1
95,12401,9
96,100,1
96,556,2
96,881,2
96,2153,1
96,3861,1
96,4787,3
96,26459,1
97,837,1
97,4106,2
97,6665,2
97,7078,2
98,640,1
98,4709,2
99,31,1
99,2687,1
99,4485,1
99,16644,1
100,1940,1
100,4807,1
101,621,1
101,835,1
101,2308,1
101,4043,4
101,6256,3
101,14538,4
102,4504,1
103,1342,1
104,81,1
104,561,1
104,568,1
105,3171,2
105,3305,3
105,3513,1
105,11287,11
105,14336,1
106,318,1
106,1551,1
106,1748,1
106,1931,1
106,2248,4
106,3652,1
106,3676,1
106,7692,2
106,14382,1
106,25451,7
107,2436,1
107,14980,2
107,38508,2
108,35,3
108,1647,1
108,5291,3
108,6196,1
109,56,1
109,2058,1
109,4291,1
109,18917,1
110,9768,3
110,15292,1
111,4735,1
111,6796,1
111,24654,2
112,2542,1
112,8290,1
112,38958,2
113,430,2
113,4425,1
113,9010,1
114,699,1
115,176,1
115,22262,1
116,8010,1
116,16420,1
117,2229,2
117,3707,3
117,12253,1
117,25688,5
118,49,1
118,1856,1
118,2328,1
119,73,1
119,3704,1
119,9426,1
120,40,1
120,280,1
120,723,1
120,802,3
120,1339,2
120,16934,13
120,21923,1
121,69,1
121,1044,1
121,2898,2
121,4298,5
121,4560,1
121,30344,1
123,78,1
124,866,1
125,589,1
125,707,1
126,484,1
126,3220,1
126,7081,2
126,9852,2
126,36933,3
127,401,1
