rows,cols,strengths
0,140,1
0,221,1
0,414,1
0,1161,1
0,9510,1
0,17903,1
0,23863,2
0,33979,2
0,71743,3
1,690,1
1,1151,1
1,1464,1
1,1579,1
1,1779,1
1,1876,1
1,2258,1
1,3191,1
1,4966,1
1,6822,1
1,7287,1
2,2340,1
2,4056,1
2,4294,1
2,18177,1
3,366,2
3,466,1
3,927,2
3,1147,1
3,2525,1
3,2629,1
3,4940,1
3,6655,2
3,7709,1
3,11474,3
3,22952,1
3,29558,2
3,31042,6
3,40766,1
4,70,1
4,729,1
4,1201,1
4,9753,1
4,16739,1
4,23941,1
5,45,1
5,365,1
6,100,1
6,291,1
6,516,1
6,1334,1
6,4453,1
6,5158,1
6,7150,1
6,10908,1
6,12378,1
6,21514,1
6,27129,2
6,32347,1
6,51661,2
6,65899,1
7,49,1
7,400,1
7,524,1
7,606,1
7,703,1
7,1536,1
7,3108,1
7,5151,1
7,15711,1
7,38669,1
7,39597,2
7,41613,1
7,55256,1
8,33,1
8,207,1
8,313,1
8,441,1
8,475,1
8,551,1
8,788,1
8,1102,1
8,1294,1
8,10817,1
8,25100,1
8,37591,1
8,62743,2
9,39,1
9,1131,1
9,2526,1
9,3395,1
9,12079,1
9,14773,2
10,452,1
10,624,1
10,773,1
10,784,1
10,1856,1
10,6683,1
10,8897,1
10,11495,1
10,13309,1
10,15420,1
10,17333,1
10,21863,1
11,24,1
11,272,1
11,312,1
11,584,2
11,960,1
11,1408,1
11,13755,1
11,17974,3
12,1020,1
12,1841,1
12,2429,1
12,7995,1
13,196,1
13,803,1
13,826,1
13,929,1
13,1025,1
13,1219,2
13,1664,1
13,1905,1
13,2953,1
13,7033,1
13,11063,3
14,20,1
14,304,1
14,358,1
14,968,1
14,1778,1
14,3986,1
14,4954,1
14,47294,1
15,94,1
15,102,1
15,482,1
15,698,1
15,721,1
15,875,1
15,1042,1
15,1245,1
15,1585,1
15,2031,1
15,3223,3
15,4924,1
15,5241,2
15,6158,1
15,17811,1
16,13,1
16,60,1
16,305,1
16,411,1
16,549,1
16,653,1
16,1028,1
16,1168,1
16,4707,1
16,6854,1
16,13551,1
16,17571,1
16,21818,1
17,37,1
17,1034,1
17,1926,1
17,2927,1
17,5891,1
17,6456,1
17,6775,2
17,9789,1
17,22212,2
17,24812,1
17,30289,2
18,523,1
18,867,2
18,1578,1
18,1860,1
18,9141,1
18,61737,1
19,117,1
19,194,1
19,248,1
19,501,1
19,570,1
19,905,1
19,944,1
19,1560,1
19,1563,1
19,2194,1
19,2844,1
19,4570,1
19,5479,1
19,8577,1
19,16817,1
19,25565,3
19,29080,2
19,38187,2
20,96,2
20,98,1
20,839,1
20,1266,1
20,1419,2
20,4906,1
20,6281,1
20,31850,1
20,51067,1
21,184,2
21,241,1
21,315,1
21,578,1
21,748,1
21,2330,1
21,2539,1
21,3656,1
21,6320,1
21,7821,1
21,8517,1
22,183,1
22,873,1
22,3480,1
22,5519,1
22,9278,1
22,14286,1
22,15737,1
23,142,1
23,347,1
23,871,1
23,914,1
23,1473,1
23,1500,1
23,5319,2
23,5830,1
23,7686,1
23,8473,1
23,19334,1
23,22749,1
24,282,1
24,2162,1
25,203,1
25,411,1
25,464,1
25,1712,1
25,2541,1
25,4674,1
25,28162,1
26,117,1
26,142,1
26,146,1
26,679,1
26,746,1
26,987,1
26,1355,1
26,1904,1
26,2236,1
26,3448,2
26,9984,1
26,12063,1
27,208,1
27,748,1
27,3492,1
27,3776,1
27,6919,1
27,13295,1
27,13520,2
27,19265,1
28,200,1
28,286,1
28,1320,1
28,5596,1
28,9616,2
28,30712,1
28,32366,1
28,45876,1
28,70178,1
29,1256,2
29,2027,1
29,3418,1
29,3753,1
29,4104,1
29,4737,1
29,7354,1
30,280,1
30,1147,1
30,2181,1
30,3439,1
30,4162,1
30,5846,1
31,4,1
31,280,1
31,332,1
31,639,1
31,1206,1
31,1375,1
31,2062,1
31,2627,1
31,2633,1
31,3328,1
31,3630,1
31,10721,1
31,25949,1
31,84856,1
32,1083,1
32,1944,1
32,1981,1
32,2431,1
32,4623,1
32,9025,1
32,9596,1
32,16721,1
32,23906,3
32,33742,1
32,77194,4
33,245,1
33,797,2
33,855,1
33,1477,1
33,2587,1
33,10756,1
33,12409,2
33,22709,1
33,34060,2
34,317,1
34,420,1
34,545,1
34,1394,1
34,5760,1
34,8619,1
34,21922,5
35,283,1
35,455,2
35,891,1
35,4607,1
35,12299,1
36,54,1
36,78,1
36,702,1
36,1272,1
36,1635,1
36,1700,1
36,2276,1
36,3276,1
36,4884,1
36,5729,1
36,7782,1
36,8321,1
36,12528,4
36,14647,1
36,42877,7
37,62,1
37,452,1
37,682,1
37,820,1
37,931,1
37,1537,1
37,3526,1
37,4663,1
37,9847,1
37,57027,1
37,81561,2
38,214,1
38,1289,1
38,1299,1
38,2051,1
38,2813,1
38,5201,1
38,5895,1
38,6358,1
38,62211,1
39,519,1
39,666,1
39,684,1
39,762,1
39,1285,1
39,1308,1
39,2269,1
39,2318,2
39,3296,1
39,4735,2
39,8385,4
39,10327,3
39,11332,2
