rows,cols,strengths
0,182,1
0,565,1
0,1331,1
0,1748,1
0,1830,1
0,2188,1
0,3135,1
0,6118,1
0,8103,1
1,557,1
1,1270,1
1,5226,1
1,11335,1
1,18205,1
2,488,1
2,747,1
2,1147,1
2,1354,1
3,383,1
3,750,1
3,4657,1
3,10927,3
3,19337,4
4,21,1
4,61,2
4,396,1
4,505,2
4,2255,1
4,2265,1
4,24067,2
5,83,1
5,285,1
5,695,1
5,7907,2
6,48,1
6,112,1
6,1536,2
6,25158,1
7,121,1
7,834,1
7,1041,1
7,2457,2
7,7107,1
7,9511,2
7,28378,1
8,268,1
8,334,1
8,865,1
8,1451,1
8,1717,2
8,2262,1
8,4516,1
8,4619,2
8,11229,2
9,37,1
9,131,2
9,378,1
9,441,1
9,894,1
9,1095,1
9,1224,1
9,1420,1
9,4279,1
9,19795,4
10,465,1
10,482,1
10,844,1
10,909,1
10,923,1
10,1997,1
10,5474,4
10,5720,2
11,110,2
11,280,1
11,697,1
11,3196,1
12,20,1
12,95,1
12,3559,1
12,5289,2
12,7266,1
14,58,1
14,8191,1
15,393,1
15,685,1
15,1392,1
15,2102,1
15,4400,1
15,12203,1
16,4044,1
16,6967,1
16,9303,2
17,219,1
17,466,1
17,517,1
17,1947,1
17,3301,1
17,3683,1
18,229,1
18,13064,1
19,152,1
19,373,1
19,599,1
19,704,1
19,8752,2
20,742,1
20,2921,1
21,3062,1
21,7482,1
21,7606,1
21,26729,2
21,32290,1
22,363,2
22,445,1
22,6652,3
22,38846,2
23,354,1
23,496,1
23,696,2
24,73,1
24,278,1
24,359,1
24,1181,1
24,5229,2
24,5721,1
24,13148,1
24,34913,2
25,42,1
25,65,1
25,757,1
25,2128,1
25,2262,1
25,13500,2
26,163,1
26,295,1
26,427,1
26,868,1
26,900,1
26,8313,1
26,9620,3
26,11866,1
27,576,1
27,754,1
27,770,1
27,8970,1
27,17327,1
28,314,1
28,1300,1
28,2076,1
28,2330,1
28,2844,1
28,4819,1
29,362,1
29,610,1
29,880,1
29,2315,1
29,3520,1
29,4184,1
29,6488,1
30,62,1
30,214,1
30,229,1
30,284,1
30,544,1
30,1739,3
30,1830,1
30,6500,1
30,17667,1
31,22,1
31,352,1
31,585,1
31,720,1
31,1080,1
31,1742,1
31,1846,1
31,2132,1
31,5881,1
31,5987,1
31,10138,1
32,71,1
32,350,1
32,470,1
32,1440,2
32,3762,2
32,4777,1
32,4879,1
33,2230,1
33,3102,1
33,3372,1
33,7341,3
33,11029,1
33,11543,1
33,15184,1
33,22653,10
33,39269,2
34,475,1
34,762,1
34,2096,1
34,6216,3
34,8863,1
34,18566,1
35,74,1
35,7049,1
35,7429,1
36,211,1
36,232,1
36,1171,1
36,3694,3
36,15891,4
37,10,1
37,863,1
37,1306,1
37,7853,1
37,30190,5
38,974,1
38,1857,1
38,2334,2
38,3358,2
38,6021,2
38,9310,3
39,232,1
39,1992,1
39,3927,1
40,639,1
40,1841,1
40,5123,1
40,5316,1
40,6271,4
40,7754,1
41,178,2
41,1042,1
41,1137,1
41,2517,1
41,4793,1
41,6324,2
41,11234,1
42,465,1
42,976,1
42,3872,1
43,156,1
43,359,1
43,449,1
