seeking,r_new,r_old,tot_enc,tot_par
0.000000,0.219739,0.013845,75.000000,70.000000
0.000000,0.219481,0.054885,98.000000,84.000000
0.000000,0.219266,0.234110,168.000000,89.000000
0.000000,0.219246,0.276726,192.000000,86.000000
0.000000,0.218700,0.304317,184.000000,89.000000
0.000000,0.217825,0.166862,138.000000,76.000000
0.000000,0.217821,0.090212,111.000000,74.000000
0.000000,0.217777,0.205261,130.000000,66.000000
0.000000,0.217486,0.380575,208.000000,81.000000
0.000000,0.217236,0.466030,247.000000,87.000000
0.000000,0.216853,0.109642,110.000000,74.000000
0.000000,0.216677,0.771493,353.000000,73.000000
0.000000,0.216553,0.476925,234.000000,77.000000
0.000000,0.216535,0.231587,183.000000,90.000000
0.000000,0.215683,0.155289,140.000000,86.000000
0.000000,0.215381,0.217786,146.000000,79.000000
0.000000,0.215202,0.065557,107.000000,88.000000
1.000000,0.215057,0.344634,193.000000,70.000000
0.000000,0.214805,0.361991,223.000000,78.000000
0.000000,0.214562,0.318316,182.000000,79.000000
0.000000,0.214174,0.087671,111.000000,81.000000
0.000000,0.214041,0.281844,205.000000,103.000000
0.000000,0.213826,0.379750,193.000000,86.000000
0.000000,0.213651,0.257926,156.000000,84.000000
0.000000,0.213370,0.076377,111.000000,83.000000
0.000000,0.213212,0.293663,189.000000,82.000000
0.000000,0.212884,0.098606,86.000000,65.000000
0.000000,0.212612,0.173113,147.000000,82.000000
0.000000,0.212221,0.201213,147.000000,71.000000
0.000000,0.211662,0.397447,217.000000,82.000000
0.000000,0.211659,0.112296,119.000000,84.000000
0.000000,0.211464,0.215612,140.000000,76.000000
0.000000,0.211380,0.708308,336.000000,83.000000
0.000000,0.211067,0.070121,122.000000,85.000000
0.000000,0.211047,0.124078,135.000000,97.000000
0.000000,0.211043,0.219404,168.000000,88.000000
0.000000,0.210898,0.134487,102.000000,65.000000
0.000000,0.210873,0.154140,144.000000,83.000000
0.000000,0.210557,0.235349,174.000000,88.000000
0.000000,0.210406,0.130336,115.000000,74.000000
0.000000,0.210387,0.086809,111.000000,75.000000
0.000000,0.209817,0.266766,172.000000,80.000000
0.000000,0.209685,0.064891,83.000000,64.000000
0.000000,0.209414,0.197402,167.000000,88.000000
0.000000,0.209216,0.084621,127.000000,102.000000
0.000000,0.208894,0.009267,71.000000,70.000000
0.000000,0.208742,0.182136,160.000000,88.000000
0.000000,0.207678,0.187720,120.000000,63.000000
0.000000,0.207412,0.054177,98.000000,84.000000
0.000000,0.207141,0.137617,138.000000,94.000000
0.000000,0.206887,0.058821,91.000000,72.000000
0.000000,0.206535,0.339749,200.000000,74.000000
0.000000,0.206484,0.131866,137.000000,96.000000
0.000000,0.206397,0.324110,191.000000,84.000000
0.000000,0.205783,0.223280,175.000000,84.000000
0.000000,0.205303,0.293822,175.000000,63.000000
0.000000,0.205086,0.209561,149.000000,71.000000
0.000000,0.204583,0.288533,166.000000,74.000000
0.000000,0.204144,0.332030,205.000000,88.000000
0.000000,0.204044,0.098436,102.000000,67.000000
0.000000,0.203814,0.414150,226.000000,88.000000
0.000000,0.203805,0.122761,113.000000,73.000000
0.000000,0.203419,0.041436,90.000000,75.000000
0.000000,0.203297,0.540622,270.000000,89.000000
0.000000,0.203188,0.629521,294.000000,70.000000
0.000000,0.202670,0.321125,177.000000,74.000000
1.000000,0.201253,0.161412,134.000000,76.000000
0.000000,0.201171,0.104021,104.000000,75.000000
0.000000,0.200980,0.383224,211.000000,73.000000
0.000000,0.200821,0.045974,92.000000,78.000000
0.000000,0.200725,0.267842,172.000000,86.000000
0.000000,0.200514,0.176881,134.000000,75.000000
0.000000,0.200450,0.021797,79.000000,72.000000
