rows,cols,strengths
0,30,1
0,88,1
0,118,1
0,143,1
0,415,1
0,636,1
0,978,1
0,2359,1
0,3023,1
0,3039,1
0,3126,1
0,8236,1
0,8751,1
1,260,1
1,574,1
1,657,1
1,885,1
1,1154,1
1,1355,1
1,1559,1
1,4628,1
1,5319,1
1,35968,1
1,49629,1
2,6,1
2,9,1
2,15,1
2,271,1
2,272,1
2,1082,1
2,1095,1
2,2242,1
2,2394,1
2,2532,1
2,3172,1
2,5481,1
2,5680,1
2,12721,1
2,24305,1
2,24566,2
2,25421,1
2,51837,1
3,261,1
3,454,1
3,541,1
3,794,1
3,1186,1
3,1650,1
3,2516,1
3,3185,1
3,4907,1
3,4947,1
3,5052,3
3,8599,1
3,10081,1
3,14659,1
3,64214,1
3,64818,1
4,537,1
4,2076,1
4,4779,1
4,7166,1
4,14405,2
4,14945,1
4,16727,1
4,28878,2
4,71693,2
4,76692,2
5,85,1
5,231,1
5,1050,1
5,1233,1
5,1273,1
5,1439,1
5,1852,1
5,2039,1
5,2464,1
5,3686,1
5,6845,1
5,7846,1
5,8315,1
5,12128,1
5,15748,2
5,17034,5
5,77195,1
6,1744,1
6,1907,1
6,2268,1
6,2453,1
6,2898,1
6,7876,1
6,44051,2
7,135,1
7,248,1
7,329,1
7,715,2
7,831,2
7,965,1
7,1174,1
7,1272,1
7,3638,1
7,4859,1
7,10713,1
7,19039,1
7,47602,1
8,418,1
8,608,1
8,911,1
8,1044,1
8,1313,1
8,1510,1
8,1595,1
8,2526,1
8,2750,2
8,3063,2
8,3169,1
8,3278,2
8,3283,1
8,4768,1
8,5290,1
8,8753,1
8,11289,1
8,18353,1
8,21711,1
8,59106,1
9,238,1
9,396,1
9,452,1
9,1106,1
9,1188,1
9,1459,1
9,1479,1
9,1570,1
9,1641,1
9,2699,1
9,3693,1
9,4072,1
9,4929,1
9,6835,1
9,24207,1
9,33748,1
9,38588,1
9,49665,1
10,22,1
10,166,1
10,201,1
10,814,1
10,1331,1
10,1486,1
10,1707,1
10,2017,1
10,2519,1
10,4190,1
10,12310,1
10,15360,1
11,14,1
11,30,1
11,47,1
11,243,1
11,264,1
11,375,1
11,496,1
11,882,1
11,1531,1
11,2039,1
11,2338,1
11,2894,1
11,2913,1
11,4147,1
11,6822,1
11,11001,1
11,33802,1
12,84,1
12,293,1
12,369,1
12,1346,1
12,1396,1
12,1556,1
12,2355,1
12,2361,1
12,3005,1
12,3408,1
12,3514,1
12,4379,1
12,4642,1
12,8438,1
12,9635,1
12,10376,1
12,20837,1
13,24,4
13,208,1
13,516,1
13,696,1
13,977,1
13,1575,1
13,1809,1
13,2773,1
13,5815,1
13,8958,1
13,10183,1
13,26936,1
13,40386,3
13,64364,1
13,79518,2
13,82881,1
14,97,1
14,231,1
14,250,1
14,292,1
14,327,1
14,351,1
14,407,1
14,441,1
14,928,1
14,1308,1
14,2171,3
14,2966,3
14,5895,1
14,13889,1
14,23520,2
15,272,1
15,289,1
15,372,2
15,656,1
15,712,1
15,1428,1
15,2617,1
15,3829,1
15,6296,1
15,7986,1
15,9772,1
15,12602,1
15,15226,1
15,35748,1
16,54,1
16,710,1
16,957,1
16,1125,1
16,1792,2
16,1799,1
16,1956,1
16,2381,1
16,8956,1
16,12642,2
16,13494,1
16,19673,1
16,26542,1
16,84795,1
17,1141,1
17,1445,1
17,2896,1
17,4293,1
17,4530,2
17,6447,1
17,26792,1
17,34662,2
18,151,1
18,383,1
18,5356,1
18,5924,2
18,13264,1
18,33332,1
18,42448,2
19,76,1
19,282,1
19,378,1
19,413,1
19,627,1
19,672,1
19,1299,1
19,1898,1
19,4254,1
19,13168,1
19,65312,2
20,11,1
20,42,1
20,58,1
20,70,1
20,184,1
20,444,1
20,1182,1
20,1431,1
20,3217,1
20,6079,1
20,8069,1
20,9166,1
20,14146,1
20,69894,1
21,90,1
21,526,1
21,538,1
21,928,1
21,1012,2
21,1279,1
21,1431,1
21,2002,1
21,2091,1
21,2384,1
21,3079,1
21,3588,1
21,4033,1
21,6048,1
22,302,1
22,953,1
22,2675,1
22,3407,1
22,3538,1
22,3905,1
22,33506,1
23,224,1
23,293,1
23,811,1
23,931,1
23,3846,1
23,7160,1
23,7434,1
23,19246,1
23,32369,2
23,51195,1
24,289,2
24,432,1
24,925,1
24,985,1
24,1012,1
24,1233,1
24,2062,1
24,2182,1
24,2211,1
24,2781,1
24,2984,1
24,5669,1
24,7977,3
24,10209,1
24,11454,1
24,13735,1
24,18228,1
24,20185,1
24,30050,1
24,72109,1
25,0,1
25,19,1
25,79,1
25,192,1
25,494,1
25,534,1
25,948,1
25,957,1
25,1135,1
25,1941,1
25,6688,1
25,7663,1
25,12613,1
26,946,1
26,2240,1
26,2755,1
26,3035,1
26,3045,1
26,3689,1
26,25182,1
27,18,1
27,20,1
27,275,1
27,356,1
27,727,1
27,828,1
27,1416,1
27,4177,1
27,4286,1
27,5402,1
27,12905,1
27,28887,1
28,51,1
28,215,1
28,676,1
28,1010,2
28,1292,1
28,1451,1
28,1582,1
28,2450,1
28,2683,1
28,3107,1
28,15273,1
28,35503,2
29,99,1
29,136,1
29,163,1
29,229,1
29,738,2
29,792,1
29,859,1
29,1375,2
29,1413,1
29,1481,1
29,2149,1
29,5065,1
29,5277,1
29,6411,1
29,9189,1
29,40168,2
30,81,1
30,177,1
30,329,1
30,404,1
30,6071,1
30,13413,1
30,13562,1
30,14658,1
30,33746,1
30,48020,1
31,382,1
31,1128,1
31,2263,1
31,3041,1
31,3602,1
31,3919,1
31,4589,1
31,4611,1
31,20694,1
32,42,1
32,431,1
32,502,1
32,513,1
32,968,1
32,1044,1
32,1095,1
32,2353,1
32,3768,2
32,28413,1
32,40987,1
33,37,1
33,39,1
33,99,1
33,229,1
33,468,1
33,505,1
33,1200,1
33,1607,1
33,3244,1
33,4876,1
33,11378,1
33,11725,1
33,14437,1
33,30250,1
34,11,1
34,22,1
34,66,1
34,212,1
34,364,1
34,615,1
34,1899,2
34,5514,2
34,7422,1
34,9539,1
34,13157,2
34,68396,1
35,125,1
35,574,1
35,746,1
35,1454,1
35,1603,1
35,1671,1
35,3903,1
35,4494,1
35,15504,1
35,53926,1
36,1,1
36,266,1
36,529,1
36,582,1
36,928,1
36,970,1
36,7113,1
36,10541,2
36,28453,1
37,65,1
37,142,1
37,290,1
37,493,1
37,683,1
37,765,1
37,4967,1
37,5131,1
37,6607,1
37,30526,1
38,102,1
38,330,1
38,459,1
38,829,1
38,1292,1
38,1712,1
38,1996,1
38,2613,1
38,3759,1
38,10991,1
38,12401,1
38,12927,1
39,58,1
39,187,1
39,197,1
39,235,1
39,309,1
39,419,1
39,711,1
39,1088,1
39,2156,1
39,3834,1
39,5873,1
39,6019,2
39,13748,1
39,22966,1
39,40196,2
39,58788,2
39,63984,1
40,67,1
40,106,1
40,120,1
40,133,1
40,227,1
40,1511,1
40,5654,1
40,6102,1
40,9051,3
40,9135,1
40,17666,1
40,41910,1
41,126,1
41,861,1
41,952,1
41,1073,1
41,1884,1
41,2057,1
41,3997,1
41,4113,1
41,6179,2
41,79257,2
42,353,1
42,400,1
42,768,1
42,892,1
42,917,1
42,1317,1
42,1840,2
42,2216,1
42,2406,1
42,2593,1
42,2812,1
42,4053,1
42,5899,1
42,8110,1
42,11001,1
42,11271,1
42,17107,1
42,57770,1
43,489,1
43,830,1
43,1071,2
43,1814,1
43,9272,2
43,11506,1
43,15212,1
43,45440,1
43,45442,1
44,107,1
44,278,1
44,581,1
44,1302,1
44,1477,1
44,2674,1
44,9145,1
44,9439,1
44,12156,1
44,28480,1
44,34601,1
45,174,1
45,234,1
45,404,1
45,429,1
45,605,1
45,1155,1
45,1396,1
45,1468,1
45,2104,1
45,4491,1
45,6092,1
45,14768,1
45,48844,1
46,16,1
46,200,1
46,1205,2
46,1469,1
46,1628,1
46,2157,1
46,4417,1
46,5953,1
46,15746,2
46,22548,2
47,136,1
47,255,1
47,553,1
47,660,1
47,1142,1
47,1150,1
47,2735,1
47,4601,1
47,7452,1
47,13264,1
47,37848,2
48,15,1
48,32,1
48,173,1
48,392,1
48,865,1
48,928,1
48,1172,1
48,1407,1
48,2051,1
48,3961,1
48,5015,1
48,5786,1
48,8483,2
48,15008,2
48,16299,1
48,21421,2
49,11,2
49,174,1
49,1538,1
49,1626,1
49,1899,1
49,2559,1
49,4826,1
49,5204,1
49,5791,1
49,6936,1
49,7305,1
49,8107,2
49,60371,1
50,126,1
50,208,1
50,699,1
50,869,1
50,913,1
50,1076,2
50,1083,1
50,1256,1
50,1278,1
50,1878,1
50,2741,1
50,22143,2
50,84762,1
51,22,1
51,68,1
51,218,1
51,478,1
51,1263,1
51,2723,1
51,3387,2
51,4580,1
51,10723,1
51,11488,1
51,15865,1
51,27448,1
51,34863,1
52,393,1
52,757,1
52,1323,1
52,1370,1
52,1813,1
52,3328,1
52,8022,1
52,13939,1
53,81,1
53,140,1
53,228,1
53,246,1
53,672,1
53,1577,1
53,2301,1
53,2554,1
53,2873,1
53,2910,1
53,2913,1
53,3251,1
53,3257,1
53,9965,1
53,11967,1
53,16733,1
54,1119,1
54,1576,1
54,1605,2
54,1866,1
54,2101,1
54,3707,1
54,4005,1
54,6414,1
54,10939,1
55,117,1
55,809,1
55,815,1
55,986,1
55,1219,1
55,1344,1
55,1365,1
55,13111,1
55,14726,2
55,16884,2
55,19152,1
55,43164,3
55,52810,1
56,59,1
56,246,1
56,297,1
56,1329,1
56,4721,1
56,7863,1
56,19802,1
57,699,1
57,821,1
57,955,1
57,1302,1
57,1407,1
57,1640,1
57,3044,1
57,4383,1
57,4456,1
57,12265,1
58,83,1
58,307,1
58,532,1
58,721,1
58,786,2
58,941,1
58,7740,1
58,7939,1
58,9246,1
58,13406,1
58,20863,1
58,38079,1
59,77,1
59,162,1
59,459,1
59,1213,1
59,1960,1
59,23997,2
59,28337,1
59,29435,1
59,69016,2
59,76253,1
60,29,1
60,94,1
60,223,1
60,287,1
60,384,1
60,764,1
60,909,1
60,3486,2
60,4359,1
60,5194,1
60,6675,1
60,8046,2
60,8248,1
60,16059,1
60,30641,2
61,109,1
61,277,1
61,373,1
61,477,1
61,793,1
61,1414,1
61,1647,1
61,1780,1
61,14348,1
61,15774,1
61,30835,1
62,142,1
62,149,1
62,245,1
62,709,1
62,1960,1
62,2792,1
