rows,cols,strengths
0,118,1
0,140,1
0,369,1
0,706,1
0,709,1
0,880,1
0,1486,1
0,1499,1
0,2481,1
0,3830,1
0,8783,1
0,9531,1
0,21500,2
1,2761,1
1,2909,1
1,3114,1
1,3653,1
2,195,1
2,871,1
2,1074,2
2,2222,1
2,2657,1
2,2767,2
2,17598,1
3,642,1
3,1182,1
3,1949,1
3,6275,2
3,10056,1
4,492,1
4,750,1
4,3025,1
4,3312,2
4,6094,4
5,184,1
5,224,1
5,319,1
5,739,1
5,776,1
5,982,1
5,2028,1
5,2438,1
5,22141,2
5,24520,3
5,29538,1
5,38676,2
6,409,1
6,3083,1
6,3874,1
6,4418,1
6,5227,1
6,16645,1
7,258,1
7,413,1
7,737,1
7,2545,2
7,3878,1
7,5340,1
7,12104,1
7,30094,2
8,66,1
8,202,1
8,868,1
8,976,1
8,2302,1
8,6577,1
8,35296,3
9,428,1
9,645,1
9,2561,1
9,3128,1
10,0,1
10,17,1
10,27,1
10,104,1
10,283,1
10,343,1
10,598,2
10,1994,1
10,2077,1
10,5996,2
10,7991,1
11,59,1
11,190,1
11,686,1
11,1462,1
11,3537,1
11,4295,1
11,9447,1
12,217,1
12,241,1
12,854,1
12,1027,1
12,7097,1
12,13892,2
12,18889,2
12,39957,1
13,672,1
13,715,1
13,1036,1
13,1488,1
13,1985,1
13,6112,1
13,22884,1
14,217,1
14,337,1
14,710,1
14,1142,1
14,1745,1
14,3640,1
14,5237,1
14,12942,3
15,109,1
15,236,1
15,286,1
15,510,1
15,3202,1
15,4941,1
15,25213,1
16,129,2
16,246,1
16,302,1
16,1811,1
16,12267,2
17,5,1
17,164,1
17,211,1
17,339,2
17,484,1
17,653,1
17,754,1
17,815,1
17,1298,1
17,1399,1
17,1589,1
17,3949,1
17,11711,3
18,173,1
18,263,1
18,274,1
18,576,1
18,2624,1
19,29,1
19,91,1
19,428,1
19,626,1
19,1738,1
19,2664,1
19,29313,2
19,38272,1
20,27,1
20,148,1
20,383,2
20,3566,1
20,3854,2
20,11004,1
21,29,2
21,65,1
21,89,1
21,33882,3
22,358,1
22,459,1
22,2064,1
22,2946,1
22,27037,1
23,102,1
23,157,1
23,320,1
23,369,1
23,765,1
23,770,1
23,1716,1
23,2667,1
23,3874,1
23,7469,1
23,10061,1
24,196,1
24,454,1
24,814,2
24,1013,1
24,1055,1
24,1439,1
24,1529,1
24,2959,1
24,4327,1
24,19535,3
25,157,1
25,172,1
25,248,1
25,302,1
25,310,1
25,342,1
25,715,1
25,730,1
25,1025,1
25,4296,1
25,6242,1
25,16615,1
25,17158,1
26,1433,1
26,2372,1
26,2918,1
26,4841,1
26,19761,1
26,23887,1
27,77,1
27,482,1
27,687,1
27,736,2
27,1378,1
27,1696,2
27,1813,1
27,2805,1
27,5468,1
27,10729,3
27,11949,3
28,162,1
28,248,1
28,439,1
28,580,1
28,1148,1
28,4293,3
28,6818,1
28,21098,2
29,28,1
29,64,1
29,86,1
29,126,1
29,132,1
29,229,1
29,314,1
29,458,1
29,2101,1
29,3334,1
30,138,1
30,165,1
30,210,1
30,222,1
30,22830,2
31,75,1
31,113,1
31,577,1
31,4058,1
31,4326,1
31,15373,2
31,21729,2
31,24873,4
32,1607,1
32,2680,2
32,9015,1
32,10127,1
32,10463,2
32,14441,2
32,36058,1
32,38744,1
33,2,1
33,46,1
33,76,1
33,143,1
33,148,1
33,755,1
33,833,1
33,4404,1
33,7775,3
34,18,1
34,140,1
34,341,1
34,965,1
34,1255,2
34,2411,1
34,3101,1
35,31,1
35,171,1
35,310,1
35,1383,1
35,3200,1
36,833,1
36,3677,2
36,4007,1
37,108,1
37,147,1
37,394,1
37,1747,1
37,3249,1
38,784,1
38,974,1
38,2303,1
38,9802,1
39,146,1
39,520,1
39,553,1
39,562,1
39,1285,1
39,1744,1
39,3297,1
39,4335,1
39,8104,1
40,134,1
40,351,1
40,717,1
40,1406,1
40,3043,1
40,19173,1
40,35251,4
41,42,1
41,65,1
41,259,1
41,594,1
41,627,1
41,3536,2
41,18751,1
42,486,1
42,531,1
42,1774,2
42,4602,1
42,7540,1
42,9051,1
42,10046,1
42,29236,1
43,110,1
43,126,1
43,506,1
43,1364,1
43,5660,1
43,6504,2
43,13854,3
44,250,1
44,310,1
44,1058,1
44,1094,1
44,2849,1
44,10092,1
45,84,1
45,190,1
45,289,1
45,791,1
45,1978,2
45,2141,1
45,20963,1
46,64,1
46,106,1
46,324,1
46,495,1
46,625,1
46,691,1
46,2219,1
46,4272,1
46,6154,1
46,10191,1
47,3,1
47,49,1
47,1170,1
47,1700,1
47,4709,1
47,5304,1
47,7518,1
47,8350,1
48,1021,1
48,3115,1
49,91,1
49,762,1
49,824,1
49,1942,1
49,4986,1
49,19729,1
50,183,1
50,189,1
50,245,1
50,338,1
50,2432,1
50,2659,1
50,3639,2
50,6974,1
50,7435,2
50,12406,1
50,17769,1
51,57,1
51,277,1
51,357,1
51,1790,1
51,2485,2
51,2622,1
51,9994,1
52,47,1
52,234,1
52,371,1
52,385,2
52,443,2
52,598,1
52,968,1
52,1005,1
53,52,1
53,137,1
53,233,1
53,235,1
53,252,1
53,383,1
53,555,1
53,1168,1
53,1433,1
53,1581,1
53,22956,2
54,58,1
54,253,1
54,503,1
54,509,1
54,780,1
54,1532,1
54,3424,2
54,10527,2
55,81,1
55,381,1
55,389,1
55,425,1
55,1046,3
55,2537,2
55,3560,1
55,5948,3
56,101,1
56,407,1
56,2140,1
