rows,cols,strengths
0,164,1
0,524,1
0,1895,1
0,4111,1
0,18081,1
0,83345,1
1,5,1
1,1568,1
1,1613,1
2,455,1
2,2151,1
2,3234,1
2,68289,3
3,990,3
3,3522,1
3,4344,2
3,4918,1
3,19452,1
3,23246,2
3,47525,1
3,58370,2
4,1335,1
4,1443,1
4,3998,2
4,14455,1
4,15869,2
5,322,1
5,575,1
5,737,1
5,1809,1
5,3950,1
5,4948,1
5,5004,1
5,11244,3
5,23635,1
5,24741,2
5,30384,1
6,125,1
6,406,1
6,2843,1
6,7405,1
6,14032,1
6,16202,1
6,19312,1
6,24309,1
6,41552,1
7,1578,1
7,1723,1
7,2436,1
8,190,1
8,362,1
8,410,1
8,1102,1
8,2803,3
8,7853,1
8,29657,4
8,76975,4
9,196,1
9,231,2
9,2216,3
9,11696,1
9,12069,2
9,19013,1
9,64959,1
10,317,1
10,707,1
10,1811,1
10,3041,1
10,5454,1
10,35170,1
11,504,1
11,3059,1
11,9628,2
11,29208,1
11,61756,1
12,202,1
12,519,1
12,641,1
12,1607,1
12,3967,1
12,6657,1
12,17252,1
13,85,1
13,88,1
13,892,1
13,994,2
13,3530,1
13,4580,2
13,6381,1
13,44015,3
14,1186,1
14,1352,1
14,1536,1
14,1665,1
14,21762,1
15,28,1
15,37,1
15,356,1
15,1492,3
15,1625,1
15,2615,1
15,4974,1
15,24806,1
15,25338,1
16,74,1
16,186,1
16,649,1
16,762,1
16,2119,1
16,3643,1
16,7615,1
16,18849,1
16,30608,3
17,352,1
17,656,1
17,1802,1
17,1857,1
17,2030,1
17,5036,1
17,5997,1
17,13964,3
17,15618,2
17,26070,1
18,952,1
18,1978,1
18,3847,1
18,5571,1
18,8501,1
18,10812,1
18,19131,1
18,32379,1
19,964,1
19,3607,1
19,4179,1
19,7149,1
20,225,1
20,4013,1
20,10782,1
21,511,1
21,841,1
21,10060,1
22,44,1
22,1038,1
22,1099,1
22,1201,1
22,1310,1
22,1535,1
22,3637,1
22,5018,1
23,520,1
23,621,1
23,3893,1
23,5574,2
23,5861,2
23,8403,1
23,19505,1
24,257,1
24,514,1
24,2980,2
24,5695,1
24,5789,1
24,16072,2
24,23174,1
24,26364,2
25,82,1
25,1369,1
25,2386,1
25,2489,1
25,3559,1
25,3583,1
25,7967,1
25,47659,1
26,753,1
26,984,1
26,2422,1
26,5783,1
26,7635,4
26,8538,2
26,8740,1
26,19583,1
26,23755,2
27,722,1
27,1541,1
27,9394,2
27,16387,1
28,305,1
28,959,1
28,1421,1
28,1598,1
28,2272,1
28,9906,2
28,10072,1
29,101,1
29,349,1
29,1446,1
29,2049,2
29,2857,1
29,4278,1
29,5133,1
29,5488,1
29,8298,2
29,29193,4
30,1010,1
30,1964,1
30,19755,2
30,39812,1
30,65679,2
31,372,1
31,1527,1
31,19616,1
32,39,1
32,601,1
32,948,1
32,4824,1
32,12440,2
32,46826,4
33,820,1
33,2780,1
33,3520,1
33,4826,4
33,5234,1
33,6076,1
33,18904,1
33,22624,1
34,535,1
34,827,1
34,2596,3
34,4395,1
34,12467,2
35,4341,1
35,5218,1
35,6276,1
36,286,1
36,502,1
36,595,1
36,5942,1
36,7288,1
36,7998,1
37,239,1
37,367,1
37,1800,2
37,5923,1
37,9350,1
37,11334,1
37,29351,1
37,31190,1
38,1997,2
38,7333,2
38,29172,1
38,69984,6
38,77350,1
39,343,2
39,417,1
39,1971,1
39,3567,1
39,9196,1
39,27686,1
40,37,1
40,297,2
40,524,2
40,1839,3
40,3669,1
40,10731,2
40,25740,3
41,310,2
41,1169,1
41,1876,1
41,6967,1
41,12982,1
41,15605,1
41,30668,2
42,101,1
42,1500,2
42,3730,3
42,14042,3
42,15815,3
42,51848,1
43,59,1
43,237,1
43,840,1
43,5095,1
43,7416,2
44,119,1
44,1764,2
44,3103,1
44,6379,1
44,11886,1
44,22155,1
44,26757,4
44,34979,1
45,411,1
45,1238,1
45,3081,1
45,4936,2
45,7393,2
45,8476,1
45,10267,2
45,10383,1
45,32037,1
46,1332,1
46,1874,1
46,1901,1
46,1998,1
46,4925,1
46,12192,1
47,4393,1
47,15040,1
47,22852,2
47,25661,1
47,62069,4
48,1138,1
48,1988,1
48,7723,1
48,9152,1
48,15339,1
49,333,1
49,716,1
49,815,1
49,14306,1
49,27346,2
49,43422,1
50,633,1
50,893,1
50,1101,1
50,1438,1
50,2684,1
50,2907,1
50,3462,2
50,3607,2
50,3931,1
50,5193,1
50,12380,1
50,18282,1
50,20282,1
50,20720,2
50,22799,13
50,48272,2
51,452,1
51,505,1
51,2135,1
51,3924,1
51,17890,2
51,29518,2
52,5,1
52,544,1
52,951,1
52,1742,2
52,11303,1
53,725,1
53,768,1
53,789,1
53,1131,1
53,1287,1
53,4406,1
53,29729,1
53,64710,1
54,329,1
54,710,1
54,1383,1
54,2059,1
55,1364,2
55,2680,1
55,3345,2
55,7376,1
55,7415,1
56,1798,1
56,2063,1
56,2810,1
56,5276,1
56,9069,1
57,112,1
57,182,1
57,1198,1
57,5560,1
57,5914,1
57,7607,1
57,43684,1
58,107,1
58,157,1
58,258,1
58,1487,1
58,2108,1
58,2631,1
58,7234,1
58,8535,2
58,9980,1
58,11350,1
58,15135,4
58,21783,1
58,56503,1
58,56757,1
59,598,1
60,163,1
60,464,1
60,1502,1
60,2134,1
60,6126,1
60,9665,1
