rows,cols,strengths
0,126,1
0,133,1
0,1458,1
0,2079,1
0,3773,1
0,4834,2
0,7355,1
0,10696,1
0,17019,1
1,631,1
1,645,1
1,1477,1
1,2378,2
1,3267,1
1,9307,1
2,9,1
2,238,1
2,347,1
2,540,1
2,794,1
2,2352,1
2,3177,2
3,826,1
3,1736,1
3,2770,1
3,3788,1
3,27641,1
4,132,1
4,985,1
4,8148,1
4,11728,1
5,996,1
6,184,1
6,486,1
6,737,1
6,2347,2
6,2476,1
6,23433,5
7,309,1
7,2019,1
7,6717,3
7,6744,1
7,8567,1
8,5027,1
8,5570,2
8,6524,3
8,25167,2
8,27669,2
9,630,1
9,692,1
9,1713,1
9,31590,4
10,269,1
10,1406,2
10,2904,1
10,6669,1
10,19222,1
11,564,2
11,713,1
11,4047,2
11,8831,3
11,15940,1
12,81,1
12,13295,2
13,241,2
13,856,1
13,4924,1
13,4948,1
13,22365,3
13,22732,2
14,1466,1
15,209,1
15,230,1
15,714,1
15,1366,1
15,14005,2
15,23377,2
15,27931,3
15,35611,2
16,1002,1
16,3115,1
17,67,1
17,264,1
17,1086,1
17,1330,1
17,5482,1
18,229,1
18,553,1
18,879,2
18,2984,1
18,3660,1
19,667,1
19,702,1
19,1151,1
19,12820,2
20,729,1
20,2949,1
21,655,1
21,1203,1
21,2074,2
21,3259,1
22,70,1
22,173,1
22,1900,1
22,2337,1
22,9444,1
22,32492,1
23,12178,1
23,13722,2
24,557,1
24,1256,1
24,4579,1
25,848,1
25,2789,1
25,12317,1
26,9201,1
27,6402,1
27,38608,7
28,589,2
28,638,1
28,832,2
28,2265,1
28,3678,1
28,8779,1
28,8850,1
28,31642,1
29,19,1
29,1347,1
29,2038,1
29,2607,1
29,4067,3
29,4149,6
30,4785,1
30,4894,1
30,10956,2
31,197,1
31,363,1
31,3129,1
31,11672,1
31,39521,2
32,306,1
32,423,1
32,4968,1
33,659,1
33,37752,3
34,278,1
34,477,1
34,3402,4
34,5964,6
35,80,1
35,456,1
35,649,1
35,1335,1
35,3118,1
35,6615,1
35,7766,1
35,14162,3
35,23940,2
36,11,1
36,339,1
36,393,1
36,473,1
36,921,1
36,1146,1
36,2059,1
36,9718,1
36,16067,1
36,36067,1
36,37418,2
37,29,1
37,396,1
37,503,2
37,723,1
37,1623,3
37,5429,1
37,6513,1
38,111,1
38,123,2
38,12308,4
40,39,1
40,435,1
40,490,1
40,641,1
40,2616,1
40,18011,1
41,891,1
41,1757,1
41,3156,2
41,3796,1
41,11360,3
42,344,1
42,3493,1
42,6194,1
43,633,1
43,1208,1
43,1343,2
43,1748,1
45,367,1
45,459,1
46,2866,1
46,3185,1
46,5140,1
46,11375,1
47,914,1
47,1357,1
47,4390,1
47,28391,1
48,500,1
48,14242,4
48,29885,1
49,60,1
49,1698,1
49,5844,1
49,6359,1
50,525,1
50,2869,1
50,3792,1
50,10336,1
50,17642,5
51,1310,1
51,2793,4
51,3951,1
51,4683,1
52,78,1
52,175,1
52,365,1
52,876,1
52,1005,1
52,2308,1
52,2392,2
53,87,1
53,294,1
53,1588,1
53,2344,1
54,15,1
54,377,1
54,544,1
54,1344,1
54,5484,2
55,117,1
55,5424,3
56,219,1
56,4677,1
56,10675,2
57,91,1
57,150,1
57,2985,1
57,7970,1
57,26203,1
58,570,1
58,691,1
58,15846,1
59,117,1
59,671,1
59,734,1
59,2143,1
59,3623,1
59,18747,7
59,38749,3
61,747,1
61,8074,4
61,10544,1
61,26958,2
62,1103,1
62,1647,1
62,11678,1
63,291,1
63,4290,1
64,124,1
64,1950,1
64,7205,3
64,17155,1
65,204,1
65,331,2
65,1010,1
66,930,1
66,936,1
66,3317,1
66,5356,1
67,84,1
67,7876,3
67,8332,7
67,15976,1
68,633,1
68,1140,1
68,7063,1
69,509,1
69,1047,2
69,1680,1
69,13701,2
69,16480,1
70,1236,1
70,1253,1
70,2185,1
70,4442,1
70,10171,5
70,13763,1
71,120,1
71,821,1
71,1441,1
73,476,1
73,595,1
73,707,2
73,1504,1
73,2782,1
73,13494,3
74,394,1
74,719,1
74,1382,3
74,1892,1
74,17665,1
74,39423,1
75,116,1
75,473,1
75,983,2
75,1202,1
75,2880,3
75,3541,1
75,3723,1
76,893,1
76,973,2
76,1373,1
76,3373,1
76,14397,1
77,488,1
77,683,1
77,798,1
77,876,1
77,1363,1
77,1578,2
77,2020,5
78,9,1
78,333,1
78,347,1
78,384,1
78,17077,1
79,129,1
79,220,1
79,584,1
79,2609,1
79,5867,1
79,15700,6
80,486,1
80,1167,1
80,5043,1
81,670,1
81,872,1
81,1105,1
81,4479,1
81,20086,1
82,261,1
82,322,2
82,445,1
82,511,1
82,754,1
82,1184,1
82,2521,2
82,10825,3
83,169,1
83,3677,1
83,8061,1
83,9654,1
83,10687,1
83,11405,1
84,264,1
84,2120,1
84,5123,3
84,5395,2
85,241,1
85,265,1
85,525,1
85,788,3
85,1241,1
85,3665,1
85,5944,1
85,6573,1
86,1398,1
86,1400,1
86,5200,1
86,5723,1
87,5001,1
88,10,1
88,821,1
88,2163,1
88,25381,2
89,2040,1
89,6583,1
90,161,1
90,611,2
90,1507,1
91,272,1
91,367,1
91,1459,3
91,6262,1
91,10346,2
92,2,1
92,529,1
92,564,1
92,1294,1
92,9010,1
92,17314,1
93,199,1
93,3367,3
93,6154,1
94,468,1
94,935,1
94,2618,1
94,3531,1
95,4250,1
96,2631,1
96,3600,1
96,10770,1
97,31,1
97,289,1
97,736,1
97,1757,1
97,1937,1
98,304,4
98,951,1
98,1231,1
98,1569,1
98,1793,2
98,4733,3
98,14628,2
98,25797,1
99,7,1
99,519,1
99,976,1
99,2430,1
99,2790,1
99,5403,1
100,661,1
100,7284,1
100,7523,4
101,210,1
101,601,1
101,2261,1
101,3021,1
101,3603,1
101,4756,1
101,21125,2
102,31,1
102,790,1
102,2093,1
102,4642,1
102,37385,1
103,507,1
103,852,1
103,2405,1
103,4673,2
103,5958,2
103,21659,1
104,103,1
104,187,1
104,507,1
104,568,1
104,1856,1
104,16897,1
105,512,1
105,2216,1
105,2324,1
105,3170,1
105,32047,1
106,694,1
106,780,1
106,1165,1
106,2619,1
106,3432,2
106,22851,2
107,355,1
107,1060,1
107,2223,1
107,30436,1
108,911,1
108,2741,1
108,5213,4
108,9259,1
108,30960,3
109,770,1
109,7225,1
110,1927,2
110,4672,2
111,1893,1
111,1977,1
111,7158,2
112,6636,1
112,7689,1
112,8126,1
113,1273,1
113,5223,1
113,6910,1
113,30761,5
114,189,1
114,1408,1
114,18211,2
115,152,1
115,3373,1
116,84,1
116,1046,1
116,5642,1
117,1972,1
117,4653,2
117,6700,1
117,13827,2
118,169,1
118,617,1
118,874,1
118,2943,1
120,26,1
120,1339,1
120,1395,1
120,8246,1
120,14322,1
120,20056,2
121,2675,1
121,3161,1
121,6221,1
121,7984,1
121,8537,1
121,10836,1
122,85,1
122,492,1
122,654,1
122,1527,1
122,1724,1
122,3099,1
123,703,1
123,1259,1
123,2349,1
123,4521,1
123,11261,4
124,4459,1
124,8741,2
124,12879,2
126,1724,1
126,2914,1
126,3635,1
126,11789,2
127,554,1
127,807,1
127,1012,1
127,1667,1
127,2031,1
128,1097,2
128,1125,1
128,1340,2
128,2229,1
128,2242,2
128,4610,3
129,1177,1
129,2959,1
130,196,2
130,388,1
130,939,2
130,1207,3
130,4362,1
131,66,1
131,76,1
131,8971,1
131,14515,7
132,250,1
132,886,2
132,897,2
132,1043,1
132,1619,1
132,1927,1
132,13916,1
132,24439,2
133,454,1
133,1661,2
133,5086,2
133,32148,4
134,1043,1
135,1683,1
135,3675,1
135,26954,1
136,318,1
136,458,2
136,540,1
137,862,1
137,3134,1
137,4267,1
137,9841,1
137,13959,1
138,162,1
138,2779,1
138,16390,2
139,549,1
139,3643,1
139,6061,2
139,7893,3
139,17847,2
139,21122,2
140,398,1
140,935,2
140,1323,1
140,5241,1
140,11979,3
140,16046,1
140,18187,1
141,8201,2
141,24427,1
142,204,1
142,1215,1
142,2239,1
143,814,1
143,35164,1
144,102,1
144,545,1
144,1490,1
144,1911,3
144,2297,1
144,2372,1
144,10524,2
145,1929,1
145,2036,1
145,8301,1
146,1282,1
146,1472,1
146,3155,3
146,4797,3
147,928,1
147,1345,1
147,1377,1
147,2270,1
147,2611,1
147,2712,1
147,2782,1
148,433,1
148,11080,1
148,11377,1
149,134,1
149,668,2
149,903,1
149,1116,2
149,1410,1
149,2135,1
149,7043,1
150,4350,1
150,10595,1
151,157,1
151,721,1
151,1182,2
151,1367,1
151,1735,2
151,3208,1
152,2725,2
152,4407,1
153,959,1
153,1135,1
153,2008,1
153,12652,1
153,13019,1
153,18193,4
153,19863,3
154,74,1
154,16391,1
155,2856,1
155,4578,1
155,33972,7
156,163,1
156,2471,2
156,3710,1
156,3720,1
157,3090,2
157,11018,2
157,35392,1
158,2357,1
158,5337,1
159,57,1
159,440,1
159,475,1
159,8104,2
160,65,1
160,386,1
160,1116,1
160,1373,1
160,2051,1
160,4042,1
160,5269,1
161,60,1
161,562,1
162,511,1
162,6108,1
162,38135,7
163,943,1
163,7585,1
163,12428,1
164,144,1
164,2387,1
164,6134,2
165,273,1
165,527,2
165,1744,1
165,7830,1
166,161,1
166,907,1
166,1146,1
166,1410,3
166,27939,1
167,69,1
167,383,1
167,1302,1
167,2222,1
168,196,1
168,493,1
168,4768,2
169,224,2
169,495,1
169,2888,5
169,6369,2
170,66,1
170,466,1
170,3390,1
170,8812,2
171,106,1
171,2153,1
171,9066,1
171,13839,1
172,14,1
172,225,1
172,565,1
172,708,1
172,934,1
172,36867,2
173,427,1
173,3201,2
173,3240,2
174,1670,1
174,4553,1
174,8179,2
174,31961,2
175,56,4
175,533,1
175,5014,5
176,145,1
176,4429,1
176,6917,1
176,13898,1
177,780,1
177,1582,1
177,15027,1
178,25,1
178,68,1
178,440,1
178,1476,1
178,1552,1
178,2245,2
179,129,1
179,154,1
179,464,1
179,1220,1
179,13076,1
