seeking,r_new,r_old,tot_enc,tot_par
0.000000,0.618093,0.253986,334.000000,242.000000
0.000000,0.616506,0.212938,278.000000,199.000000
0.000000,0.615318,0.327496,342.000000,223.000000
0.000000,0.612768,0.108618,254.000000,202.000000
0.000000,0.612747,0.048983,257.000000,231.000000
0.000000,0.612192,0.113536,295.000000,238.000000
0.000000,0.611805,0.164953,258.000000,204.000000
0.000000,0.608088,0.223377,313.000000,223.000000
0.000000,0.606932,0.016853,211.000000,195.000000
0.000000,0.606475,0.235874,311.000000,216.000000
0.000000,0.606051,0.258346,293.000000,204.000000
0.000000,0.602638,0.069420,241.000000,215.000000
0.000000,0.602365,0.185315,307.000000,232.000000
0.000000,0.601112,0.120555,267.000000,217.000000
0.000000,0.601052,0.205019,306.000000,229.000000
0.000000,0.600927,0.178661,271.000000,204.000000
0.000000,0.600402,0.303596,317.000000,198.000000
0.000000,0.599424,0.206949,291.000000,219.000000
0.000000,0.599293,0.209579,296.000000,209.000000
0.000000,0.598692,0.127365,270.000000,220.000000
0.000000,0.598132,0.121314,261.000000,218.000000
0.000000,0.597342,0.057082,236.000000,218.000000
0.000000,0.595475,0.365998,360.000000,218.000000
0.000000,0.595021,0.292785,332.000000,218.000000
0.000000,0.593744,0.102881,254.000000,195.000000
0.000000,0.591888,0.567833,430.000000,224.000000
0.000000,0.591339,0.221376,333.000000,242.000000
0.000000,0.586971,0.200765,290.000000,202.000000
0.000000,0.586912,0.406478,356.000000,200.000000
0.000000,0.585862,0.134026,277.000000,208.000000
0.000000,0.585347,0.186222,275.000000,203.000000
0.000000,0.584073,0.227607,296.000000,213.000000
0.000000,0.581084,0.350321,315.000000,191.000000
0.000000,0.579458,0.319363,314.000000,197.000000
0.000000,0.576156,0.125106,248.000000,196.000000
0.000000,0.575489,0.253753,298.000000,202.000000
0.000000,0.575282,0.312349,324.000000,211.000000
0.000000,0.575185,0.339784,311.000000,186.000000
0.000000,0.571697,0.083208,232.000000,189.000000
0.000000,0.569484,0.021006,210.000000,188.000000
0.000000,0.567671,0.229218,286.000000,206.000000
0.000000,0.567221,0.151760,241.000000,183.000000
0.000000,0.567033,0.449736,363.000000,212.000000
0.000000,0.566496,0.270535,285.000000,192.000000
0.000000,0.563714,0.436054,416.000000,238.000000
0.000000,0.561471,0.121074,273.000000,207.000000
0.000000,0.559956,0.142836,241.000000,189.000000
0.000000,0.559599,0.209583,288.000000,196.000000
0.000000,0.559411,0.160218,269.000000,194.000000
0.000000,0.558597,0.149259,239.000000,188.000000
0.000000,0.558158,0.086209,231.000000,197.000000
0.000000,0.557416,0.339675,337.000000,198.000000
0.000000,0.556231,0.214329,239.000000,171.000000
0.000000,0.554633,0.205615,301.000000,222.000000
0.000000,0.553975,0.172202,276.000000,213.000000
0.000000,0.553206,0.214127,277.000000,200.000000
0.000000,0.550494,0.171252,248.000000,190.000000
0.000000,0.549244,0.297483,319.000000,187.000000
0.000000,0.548934,0.067192,239.000000,207.000000
0.000000,0.548358,0.097309,225.000000,188.000000
0.000000,0.547492,0.052724,199.000000,177.000000
0.000000,0.547409,0.045795,202.000000,181.000000
0.000000,0.546221,0.020679,196.000000,185.000000
0.000000,0.544339,0.250844,281.000000,197.000000
0.000000,0.540259,0.198145,263.000000,184.000000
0.000000,0.539972,0.191453,240.000000,169.000000
0.000000,0.534845,0.270653,302.000000,197.000000
0.000000,0.534474,0.138751,250.000000,190.000000
0.000000,0.533984,0.674511,451.000000,197.000000
0.000000,0.533874,0.283796,320.000000,211.000000
0.000000,0.533789,0.256023,276.000000,173.000000
0.000000,0.532907,0.052017,222.000000,195.000000
0.000000,0.532193,0.162020,226.000000,164.000000
0.000000,0.532106,0.054301,196.000000,173.000000
0.000000,0.530189,0.050452,203.000000,183.000000
0.000000,0.530162,0.051040,206.000000,178.000000
0.000000,0.529793,0.498826,384.000000,201.000000
0.000000,0.528543,0.084147,228.000000,191.000000
0.000000,0.528478,0.139842,244.000000,189.000000
0.000000,0.527682,0.512330,353.000000,184.000000
0.000000,0.527277,0.127545,245.000000,191.000000
0.000000,0.527162,0.121351,250.000000,194.000000
0.000000,0.526911,0.280930,300.000000,204.000000
0.000000,0.524175,0.169059,249.000000,182.000000
0.000000,0.520894,0.226713,270.000000,193.000000
0.000000,0.519881,0.338322,287.000000,166.000000
0.000000,0.519287,0.182484,239.000000,173.000000
0.000000,0.516458,0.492787,363.000000,184.000000
0.000000,0.515104,0.177242,293.000000,211.000000
0.000000,0.513537,0.022696,199.000000,183.000000
0.000000,0.511711,0.145552,244.000000,181.000000
0.000000,0.511094,0.343035,378.000000,232.000000
0.000000,0.510552,0.507713,369.000000,203.000000
0.000000,0.509737,0.124003,221.000000,170.000000
0.000000,0.505735,0.068612,204.000000,179.000000
0.000000,0.505351,0.241581,284.000000,187.000000
0.000000,0.504230,0.014238,183.000000,167.000000
0.000000,0.503830,0.284268,294.000000,187.000000
0.000000,0.496292,0.172083,224.000000,155.000000
0.000000,0.494668,0.298624,294.000000,186.000000
0.000000,0.492775,0.260310,259.000000,173.000000
0.000000,0.492166,0.251481,269.000000,183.000000
0.000000,0.490311,0.121552,212.000000,169.000000
0.000000,0.489928,0.346129,293.000000,170.000000
0.000000,0.489608,0.166801,232.000000,168.000000
0.000000,0.489125,0.053921,224.000000,199.000000
0.000000,0.489027,0.128217,250.000000,187.000000
0.000000,0.488448,0.182585,275.000000,187.000000
0.000000,0.487777,0.384281,347.000000,199.000000
0.000000,0.487706,0.117579,216.000000,159.000000
0.000000,0.486944,0.745710,434.000000,178.000000
