rows,cols,strengths
0,41,1
0,47,1
0,243,1
0,760,1
0,830,1
0,1225,1
0,2021,1
0,8206,2
1,26,1
1,172,1
1,173,1
1,221,1
1,287,1
1,430,1
1,454,1
1,1261,1
1,1383,1
1,1739,1
1,2710,1
1,10796,2
1,11703,2
2,42,1
2,202,1
2,255,2
2,537,1
2,643,1
2,808,1
2,924,1
2,1321,1
2,1890,1
2,2086,3
2,2658,1
2,3743,1
2,5562,1
2,6063,1
2,8901,1
2,12616,1
3,49,1
3,73,1
3,146,1
3,195,1
3,198,1
3,282,1
3,392,1
3,510,1
3,929,1
3,941,1
3,3944,1
3,4431,3
3,6359,1
3,7921,2
4,241,1
4,375,1
4,422,2
4,865,1
4,2253,1
4,2630,1
4,2897,2
4,5882,1
4,6730,2
4,7054,3
4,9918,1
4,14925,1
5,92,1
5,100,1
5,426,1
5,441,2
5,505,1
5,706,1
5,714,1
5,718,1
5,945,2
5,956,1
5,1039,1
5,1206,1
5,1715,1
5,2091,1
5,5350,1
5,11287,2
5,24086,1
6,22,1
6,33,1
6,224,1
6,290,1
6,648,1
6,658,1
6,960,1
6,1097,1
6,1347,1
6,1408,1
6,2498,1
6,2840,1
6,2912,1
6,6593,1
6,6717,2
6,35629,2
7,112,1
7,271,1
7,595,1
7,596,1
7,763,1
7,947,1
7,980,5
7,2347,1
7,2588,1
7,5330,1
7,23810,1
7,34002,2
8,7,1
8,20,1
8,58,1
8,146,1
8,154,1
8,164,1
8,789,1
8,951,1
8,1334,1
8,2482,1
8,3480,1
8,5939,1
8,12965,1
9,47,1
9,124,1
9,305,1
9,664,1
9,716,1
9,905,1
9,928,1
9,1152,1
9,1405,1
9,1505,1
9,2892,1
9,3726,1
9,11037,2
9,11295,2
9,17790,1
10,22,1
10,471,1
10,977,1
10,1730,1
10,1804,1
10,2500,1
10,8127,1
10,17152,1
11,53,1
11,59,1
11,164,1
11,168,1
11,212,1
11,523,1
11,579,1
11,827,1
11,5628,2
11,8477,1
11,10656,1
11,15822,1
12,7,1
12,13,1
12,18,1
12,34,1
12,96,1
12,130,1
12,477,1
12,1219,1
12,1292,1
12,11880,1
