2.500131,2.431351,2.371907,2.181186,2.356058,2.318578,2.273105,2.118104,2.110577,2.090610,2.036835,2.116689,2.139767,2.171692,2.171023,2.110215,2.106591,1.994655,2.000498,2.051596,2.052269,2.022690,1.960838,1.914606,1.929653,1.944330,1.927667,1.876618,1.894672,1.852385,1.809243,1.776299,1.731940,1.710066,1.703889,1.657106,1.607021,1.575361,1.592699,1.550706,1.537252,1.510486,1.489193,1.462185,1.439955,1.408960,1.389038,1.401025,1.359530,1.306598,1.291189,1.279398,1.245872,1.234087,1.217666,1.183692,1.181353,1.181689,1.163026,1.149137,1.142864,1.138318,1.118159,1.120653,1.099493,1.086305,1.076343,1.058127,1.044318,1.005670,0.997750,0.981609,0.971329,0.965998,0.950580,0.941872,0.943488,0.941077,0.930302,0.919978,0.940674,0.940997,0.942895,0.936388,0.933598,0.933150,0.925825,0.923374,0.910618,0.921023,0.908487,0.886648,0.879185,0.871570,0.872546,0.867026,0.869091,0.864146,0.855983,0.855803,0.826564,0.837263,0.831442,0.820495,0.809260,0.792225,0.783641,0.751476,0.740056,0.704465,0.672110,0.642829,0.579272,0.523013,0.451810,0.426838,0.382420,0.336498,0.313364,0.261826
2.170790,2.166759,2.303925,2.403913,2.271327,2.198884,2.089483,2.102059,2.229494,2.148002,2.182994,2.105138,2.076894,2.006707,1.943201,1.992256,1.973503,1.956491,1.872996,1.829464,1.764814,1.777450,1.728754,1.666098,1.607608,1.550399,1.438283,1.394699,1.394888,1.374470,1.370893,1.401626,1.372908,1.312165,1.339915,1.288603,1.300788,1.271427,1.272832,1.259184,1.204435,1.160230,1.115629,1.097078,1.062306,1.041823,1.048065,1.007743,0.994310,0.980614,0.944389,0.927011,0.895601,0.866485,0.823960,0.796447,0.758909,0.721582,0.701064,0.688602,0.667801,0.669177,0.652817,0.650752,0.623488,0.623053,0.624674,0.609349,0.609534,0.588156,0.580151,0.574405,0.564162,0.536999,0.524140,0.508068,0.497138,0.502867,0.492335,0.490003,0.499226,0.488645,0.465803,0.442062,0.472290,0.464027,0.466876,0.474154,0.499852,0.503038,0.502016,0.454984,0.513619,0.529056,0.574548,0.710228,0.647068,0.589048,0.624320,0.525896,0.512255,0.323633,0.250000,0.294192,0.322368,0.382589,0.255556,0.204167,0.200000,0.400000,0.266667,0.458333,0.611111,0.833333,0.375000,0.375000,0.500000,0.500000,0.500000,0.500000
2.117100,2.011799,2.075352,1.847513,1.872617,1.757624,1.703534,1.786652,1.728267,1.835654,1.827126,1.759731,1.725994,1.670710,1.734774,1.761189,1.724412,1.712025,1.545385,1.599669,1.447594,1.427199,1.435758,1.415862,1.512832,1.479922,1.414046,1.419144,1.388150,1.389155,1.321796,1.338275,1.288256,1.265068,1.259270,1.235622,1.196775,1.209176,1.180572,1.156802,1.137679,1.120654,1.074232,1.053906,1.039112,1.024799,1.000867,1.020867,0.961702,0.935314,0.880438,0.859819,0.833609,0.832679,0.814458,0.788984,0.752638,0.704610,0.661160,0.663492,0.652102,0.671761,0.637962,0.634977,0.613731,0.591220,0.585062,0.598630,0.593288,0.582118,0.570149,0.553345,0.525936,0.534329,0.533204,0.518210,0.526193,0.497037,0.462249,0.431070,0.430033,0.445163,0.407693,0.382912,0.395054,0.397604,0.391632,0.344700,0.337941,0.387167,0.389906,0.399496,0.498449,0.675855,0.919841,0.835417,0.659420,0.736364,0.991228,0.885294,0.848958,0.703125,0.469231,0.400000,0.416667,0.472222,0.430556,0.821429,0.833333,1.250000,0.750000,1.000000,1.000000,0.750000,0.750000,0.750000,0.000000,0.000000,nan,nan
1.908291,1.937094,2.051441,1.799180,1.812383,1.822578,1.735485,1.679115,1.727166,1.835949,1.862616,1.740054,1.694707,1.640787,1.653953,1.637650,1.682028,1.614888,1.742177,1.766753,1.724866,1.586977,1.612174,1.652812,1.688239,1.700706,1.654461,1.644321,1.661562,1.602500,1.522267,1.567252,1.616109,1.556195,1.550135,1.534926,1.454295,1.408339,1.336326,1.296512,1.312480,1.257061,1.190316,1.125018,1.154148,1.117677,1.107227,1.101075,1.104692,1.126041,1.121315,1.080809,1.081579,1.079875,1.054428,1.009999,0.989377,0.960304,0.920352,0.904029,0.891655,0.881017,0.898595,0.895766,0.894699,0.904558,0.901135,0.881188,0.870932,0.897604,0.902394,0.885107,0.859843,0.824185,0.823186,0.801629,0.799313,0.804862,0.810816,0.821697,0.803331,0.787993,0.794580,0.798360,0.803198,0.788726,0.809496,0.786209,0.786422,0.768671,0.769933,0.758264,0.728825,0.732791,0.715901,0.705302,0.705560,0.687385,0.690502,0.689455,0.722405,0.724760,0.751260,0.765492,0.735105,0.787511,0.794953,0.791950,0.788639,0.780427,0.790863,0.713459,0.630181,0.576998,0.562707,0.543361,0.466011,0.405548,0.369448,0.326156
1.667495,1.531597,1.387829,1.550946,1.537004,1.586115,1.635311,1.499448,1.449691,1.465271,1.414432,1.416491,1.370231,1.475524,1.422057,1.396771,1.361433,1.375183,1.375794,1.488998,1.475604,1.463749,1.451006,1.476761,1.464856,1.369198,1.336056,1.316788,1.255945,1.245541,1.148866,1.071049,1.000469,0.984873,0.944687,0.893690,0.906876,0.865633,0.850199,0.849244,0.850581,0.833103,0.874489,0.834347,0.818447,0.830475,0.819273,0.786079,0.775501,0.752068,0.749481,0.738051,0.720789,0.698429,0.705195,0.691655,0.657555,0.627227,0.659709,0.670178,0.662685,0.632568,0.647734,0.628169,0.603174,0.619006,0.619137,0.605453,0.618045,0.590749,0.613525,0.576372,0.607979,0.600331,0.613514,0.667144,0.669156,0.628872,0.642445,0.583297,0.579408,0.594459,0.626233,0.650758,0.625705,0.704316,0.704919,0.794080,0.841802,0.781798,0.783671,0.961036,0.963158,1.107070,1.053507,0.988456,0.729464,0.869048,0.819328,0.755471,0.723906,0.713499,0.673021,0.547619,0.546204,0.541319,0.525604,0.514021,0.338426,0.352801,0.387500,0.462637,0.546753,0.293333,0.337500,0.255556,0.229167,0.312500,0.312500,0.166667
1.654620,1.555357,1.562153,1.480653,1.610327,1.720013,1.777927,1.853978,1.764106,1.699672,1.756064,1.793345,1.805027,1.667301,1.686791,1.678766,1.581144,1.557019,1.491291,1.415674,1.420880,1.424205,1.362566,1.337206,1.350879,1.326671,1.214335,1.228308,1.166716,1.140299,1.160606,1.112554,1.049830,0.997107,1.006415,0.990129,0.967807,0.974421,0.954550,0.920648,0.912963,0.879777,0.843423,0.824455,0.820804,0.807993,0.773259,0.756134,0.723651,0.703584,0.701538,0.703620,0.692323,0.661652,0.670602,0.677106,0.645389,0.646863,0.617864,0.640004,0.643990,0.637967,0.611773,0.574860,0.549248,0.534084,0.493174,0.474216,0.450102,0.455074,0.438096,0.408316,0.399777,0.438765,0.482515,0.482048,0.516524,0.561605,0.633051,0.681393,0.686275,0.589859,0.595619,0.554437,0.529881,0.423280,0.388095,0.612500,0.642857,0.696429,0.500000,0.541667,0.490476,0.440000,0.300000,0.300000,0.333333,0.500000,0.333333,0.500000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.126039,1.890032,1.932739,1.970346,1.756299,1.615723,1.504906,1.505693,1.493057,1.410385,1.347759,1.242017,1.245011,1.246139,1.247748,1.158428,1.183846,1.156847,1.109232,1.027406,1.119780,1.114994,1.213125,1.212363,1.158978,1.115688,1.156384,1.156895,1.197157,1.213994,1.250610,1.178714,1.169753,1.132487,1.125163,1.118929,1.076962,1.062675,1.044191,1.037745,1.040103,1.035064,1.000894,1.005299,0.945865,0.961586,1.004606,1.018748,0.970010,1.014522,1.051336,1.026186,0.976194,0.961201,0.952868,0.976499,0.930607,0.885067,0.856360,0.845157,0.805740,0.781540,0.778976,0.767750,0.756816,0.814937,0.815533,0.814874,0.811596,0.849087,0.879781,0.889161,0.860767,0.902267,0.918102,0.916786,0.872905,0.869316,0.881991,0.871862,0.849615,0.794076,0.790137,0.779205,0.769486,0.780945,0.823777,0.799211,0.760418,0.737131,0.721934,0.740404,0.714650,0.740205,0.792430,0.788706,0.801850,0.807927,0.834133,0.858186,0.878401,0.878234,0.915782,0.959396,0.960731,0.895562,0.826764,0.832383,0.733438,0.739241,0.726780,0.622043,0.575408,0.609637,0.541276,0.514577,0.421336,0.344128,0.305493,0.293115
1.524054,1.543179,1.482784,1.482572,1.517452,1.560936,1.607068,1.614524,1.502595,1.600192,1.799394,1.755679,1.682609,1.801494,1.716506,1.722026,1.728464,1.651422,1.628372,1.665233,1.679713,1.584798,1.458079,1.448557,1.390844,1.413248,1.448140,1.417455,1.404401,1.359111,1.384047,1.266232,1.356129,1.351886,1.340850,1.340236,1.313061,1.263533,1.285815,1.288618,1.258105,1.254405,1.267459,1.145107,1.179064,1.158064,1.151436,1.190728,1.237342,1.227386,1.171695,1.149548,1.109053,1.106045,1.088651,1.021293,1.042114,1.045636,0.988582,0.944485,0.926320,0.937437,0.934917,0.971302,0.980000,1.005821,0.991675,0.963852,0.943288,0.955800,0.952097,0.958364,0.950424,0.964684,0.965271,0.931367,0.892867,0.893831,0.879189,0.888212,0.860811,0.877919,0.877797,0.882833,0.878418,0.860700,0.878156,0.890281,0.952437,0.969345,1.013431,1.014684,0.983478,0.959722,0.975565,1.001113,1.001914,0.967908,0.983326,0.930076,0.930948,0.879905,0.898556,0.937096,0.942073,0.910180,0.857814,0.846899,0.841592,0.818559,0.771800,0.718759,0.689807,0.608795,0.509068,0.464072,0.430156,0.388760,0.355149,0.289977
2.434945,2.593825,2.545644,2.378748,2.371271,2.332480,2.287535,2.313651,2.092686,2.150743,2.110505,2.072981,1.905141,1.921739,1.911859,1.760471,1.696266,1.631340,1.531755,1.553602,1.508704,1.466514,1.454071,1.392269,1.301685,1.264775,1.289440,1.271751,1.298822,1.294504,1.261378,1.223150,1.220347,1.186658,1.197325,1.218123,1.210881,1.166214,1.163002,1.115340,1.083898,1.058441,1.055619,1.028040,0.993567,0.942322,0.930021,0.920076,0.915100,0.870020,0.866902,0.844334,0.835175,0.834348,0.817946,0.786311,0.785214,0.764507,0.768406,0.757413,0.751072,0.733610,0.730693,0.732608,0.718577,0.697283,0.728507,0.745292,0.733099,0.707395,0.683760,0.672822,0.699466,0.660181,0.640156,0.612432,0.638864,0.611450,0.613028,0.617545,0.625203,0.626381,0.669354,0.676984,0.679092,0.668930,0.680396,0.686972,0.705093,0.647523,0.636172,0.594750,0.606968,0.568606,0.538660,0.571493,0.593091,0.564359,0.520703,0.492218,0.479225,0.462273,0.513405,0.510235,0.522982,0.483769,0.519211,0.482534,0.498733,0.458486,0.398148,0.426740,0.377169,0.381077,0.375362,0.400000,0.444444,0.334416,0.503968,0.645833
2.950586,2.559462,2.802601,2.708552,2.526523,2.648833,2.677917,2.717959,2.643845,2.580924,2.683210,2.505167,2.413716,2.327017,2.385072,2.302382,2.309708,2.216225,2.176418,2.165581,2.121490,2.041938,2.053006,2.024987,2.042439,2.004976,1.955379,1.912528,1.857391,1.836221,1.840418,1.777452,1.753095,1.715111,1.688929,1.649179,1.630894,1.609491,1.551880,1.535738,1.454245,1.414876,1.418164,1.357236,1.327757,1.280136,1.223168,1.168203,1.142628,1.108214,1.075514,1.074019,1.027641,0.965579,0.949251,0.912721,0.883613,0.858585,0.843475,0.806895,0.770919,0.744343,0.694508,0.661529,0.634626,0.601103,0.585109,0.548286,0.519734,0.477856,0.455096,0.446064,0.415089,0.392220,0.363071,0.355421,0.340579,0.314985,0.311774,0.306396,0.310693,0.306593,0.286854,0.284665,0.299244,0.308059,0.308110,0.315351,0.305596,0.274345,0.313370,0.334265,0.392225,0.463890,0.535338,0.650140,0.526923,0.568987,0.659470,0.637500,0.525926,0.611111,0.363636,0.333333,0.446667,0.600000,0.500000,0.458333,0.833333,0.666667,1.000000,1.000000,1.000000,0.500000,0.500000,0.000000,0.000000,nan,nan,nan
