1.250000,1.706250,1.473214,1.375000,1.612500,1.541667,1.756044,1.764286,1.664263,1.677083,1.693750,1.659454,1.473611,1.401042,1.634623,1.387698,1.307566,1.141270,1.067005,1.160385,1.248593,1.245089,1.194643,1.218407,1.327054,1.009219,0.997766,1.109788,1.071612,1.117958,1.125291,1.084247,1.167296,1.209821,1.248761,1.126326,1.072238,1.094858,0.924897,0.909691,0.957224,0.846525,0.816565,0.725529,0.712730,0.697359,0.744301,0.820149,0.824306,0.862520,0.857847,0.757264,0.770427,0.802778,0.775423,0.703351,0.696541,0.657054,0.593232,0.575812,0.545356,0.537988,0.558635,0.559550,0.450705,0.504947,0.500298,0.497766,0.518338,0.535836,0.554088,0.579095,0.550137,0.522530,0.522983,0.549623,0.491660,0.547409,0.506250,0.498892,0.467262,0.419048,0.418921,0.474565,0.460571,0.475206,0.484021,0.497024,0.472884,0.450529,0.410714,0.464692,0.475767,0.464286,0.375064,0.414636,0.410714,0.422969,0.410714,0.378852,0.499256,0.577381,0.514881,0.471320,0.494048,0.469048,0.440476,0.428571,0.418390,0.452381,0.480159,0.386591,0.452381,0.336153,0.382937,0.415100,0.410714,0.415100,0.435224,0.424603,0.415100,0.406548,0.410714,0.401942,0.400298,0.377381,0.333333,0.327381,0.327381,0.327381,0.319048,0.306548,0.285714,0.285714,0.306548,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381,0.327381
3.011905,2.761111,2.761111,2.724206,2.864927,3.023844,3.072076,2.701122,2.746219,2.720979,2.582136,2.557738,2.469223,2.382983,2.237744,1.933837,1.821457,1.671569,1.745478,1.506417,1.457675,1.427108,1.435704,1.525650,1.496681,1.452666,1.577987,1.522702,1.591233,1.565169,1.650572,1.682386,1.621077,1.524334,1.477001,1.456708,1.434600,1.371538,1.367265,1.268528,1.272697,1.171966,1.063077,1.051981,1.025990,0.986078,0.923252,0.947575,0.945696,0.919386,0.915514,0.884667,0.913531,0.980436,1.015494,0.986932,0.947581,0.949524,0.937376,0.894055,0.961356,0.951892,0.945820,0.866843,0.800730,0.717076,0.703157,0.668688,0.666064,0.651194,0.660723,0.600981,0.591613,0.549615,0.559751,0.525018,0.512486,0.548248,0.610109,0.637920,0.640162,0.610185,0.550233,0.535026,0.577344,0.577677,0.581848,0.617774,0.603924,0.592973,0.521259,0.508487,0.489071,0.482675,0.509615,0.487254,0.472028,0.482955,0.441252,0.439391,0.424167,0.424910,0.458333,0.497690,0.440725,0.416370,0.376030,0.382280,0.375000,0.401938,0.425595,0.427976,0.391667,0.340179,0.327244,0.350379,0.416667,0.437500,0.437500,0.468750,0.437500,0.381944,0.387500,0.409722,0.437500,0.437500,0.437500,0.375000,0.375000,0.326389,0.326389,0.330357,0.312500,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167
2.598214,3.048611,2.936111,2.611706,3.142451,2.532561,2.203205,1.984432,1.913690,1.872329,1.767361,1.847917,1.647267,1.539069,1.443700,1.261116,1.248529,1.507645,1.523004,1.502019,1.410292,1.429588,1.280289,1.262456,1.229530,1.212454,1.143602,1.204654,1.047080,0.916563,1.023104,1.035501,1.016962,1.046649,1.028547,1.152152,1.150160,1.043926,0.996750,0.977503,1.072835,0.923280,0.924489,0.923184,0.876249,0.841306,0.789821,0.904192,0.902008,0.898413,0.897112,0.881167,0.961660,0.972975,0.934722,0.923446,0.923586,0.887765,0.784765,0.812582,0.792384,0.731348,0.733972,0.655415,0.603572,0.692143,0.713331,0.677156,0.708006,0.681863,0.666727,0.683333,0.664715,0.649772,0.609967,0.682302,0.577976,0.578454,0.566772,0.540321,0.580556,0.584406,0.492857,0.492172,0.488153,0.450644,0.432895,0.424971,0.353887,0.415924,0.436260,0.463189,0.439484,0.433918,0.443452,0.486859,0.479167,0.398359,0.384470,0.407197,0.391667,0.391667,0.391667,0.385417,0.385417,0.363095,0.375000,0.363095,0.375000,0.391667,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167,0.354167
1.616667,0.985714,1.184028,1.516667,1.444444,1.378427,1.334921,1.380952,1.291667,1.293056,1.646429,1.649801,1.785714,1.648611,1.342857,1.232051,1.206250,1.203297,1.232660,1.393517,1.394167,1.186813,1.105093,1.119872,1.192270,1.287249,1.376096,1.355668,1.467163,1.363520,1.258844,1.221405,1.219298,1.257936,1.211698,1.225536,1.186368,1.206940,1.207532,1.113114,1.110377,1.110789,1.116614,1.005079,1.041171,1.018842,0.979106,1.075169,1.143284,1.105502,1.074051,1.081568,1.108512,1.135000,1.217538,1.220741,1.232246,1.257318,1.190606,1.125731,1.115571,1.081795,1.122727,1.073404,1.077006,1.082902,1.045047,1.037108,1.009122,1.000837,0.950280,0.949701,0.982176,0.954100,0.970405,0.928941,0.915880,0.895746,0.935694,0.946389,0.935683,0.919295,0.901453,0.863301,0.879069,0.876376,0.870999,0.910720,0.905675,0.850332,0.909150,0.858350,0.937281,0.963616,1.010031,1.076840,1.111100,1.133936,1.073648,1.084106,1.155006,1.025637,1.059068,1.132974,1.123135,1.081115,1.051069,1.112419,1.089128,1.149477,1.137799,1.096625,1.124377,1.153153,1.059736,1.090061,1.120701,1.104849,1.003073,0.963692,0.939598,0.915395,0.885685,0.892604,0.870455,0.825546,0.830850,0.801929,0.772883,0.799847,0.884586,0.901279,0.919920,0.948899,0.932628,0.926876,0.965043,0.916054,0.919299,0.884014,0.799317,0.745922,0.674118,0.599690,0.542729,0.546717,0.530093,0.490972,0.487645,0.460304
2.500000,2.571429,2.654762,1.993056,2.013889,2.153869,2.092063,2.079167,2.072863,2.072917,2.258333,2.236302,2.383658,2.339835,2.279214,2.114819,1.967252,2.071362,1.956360,1.704640,1.632938,1.575923,1.546862,1.400799,1.324139,1.371814,1.390498,1.395019,1.320736,1.307051,1.267335,1.213557,1.135337,1.134999,1.123004,1.188774,1.168324,1.096549,1.099893,1.033641,1.078159,1.137231,1.091460,1.147911,1.148240,1.152091,1.028960,1.012952,1.045698,1.013264,0.991618,0.969188,0.946328,0.977917,1.000191,0.961287,0.912383,0.930679,0.901317,0.890193,0.893509,0.916197,0.956391,0.938412,0.895300,0.949568,0.936870,0.969777,1.000758,1.070168,1.030345,1.049489,1.044788,0.935317,0.937501,0.916183,0.772205,0.743813,0.756609,0.728202,0.692686,0.752481,0.702915,0.695186,0.687050,0.699328,0.699813,0.708678,0.783651,0.774231,0.773845,0.799929,0.774091,0.766456,0.665989,0.678648,0.643882,0.651747,0.629015,0.597933,0.596003,0.586514,0.513339,0.426930,0.422353,0.492656,0.440385,0.391667,0.427976,0.410135,0.396875,0.447649,0.414881,0.404351,0.523663,0.513799,0.485390,0.561386,0.685621,0.765074,0.892857,0.871429,0.940018,0.917582,0.982486,0.758929,0.775000,0.750000,1.057006,1.050595,0.908929,0.839286,0.839286,0.805252,0.774554,0.680804,0.680804,0.660714,0.660714,0.467857,0.481355,0.373120,0.385504,0.385504,0.301190,0.276786,0.302489,0.302489,0.304762,0.304762
2.163095,1.871428,1.775000,1.779762,1.815476,2.081922,2.019444,1.987735,1.917208,2.220238,2.421053,2.541823,2.488214,2.599859,2.470468,2.412097,2.102486,2.042249,2.036494,2.110417,1.959226,1.701913,1.590705,1.557684,1.365231,1.363449,1.356440,1.454735,1.509020,1.510473,1.530838,1.519571,1.518352,1.613136,1.512073,1.485474,1.441115,1.361328,1.321694,1.265089,1.258707,1.242997,1.135058,1.119461,1.080482,1.123828,1.103270,1.069664,1.115068,1.061877,1.027951,0.970905,0.926514,0.933577,0.911248,0.848957,0.790987,0.764434,0.728213,0.688242,0.645092,0.624603,0.606661,0.555076,0.543989,0.516839,0.492860,0.487097,0.470195,0.442017,0.392614,0.407108,0.410266,0.393243,0.403878,0.350305,0.339400,0.285750,0.257909,0.268339,0.272447,0.242606,0.250934,0.268353,0.228175,0.244048,0.222520,0.242369,0.256654,0.264881,0.247520,0.278770,0.303770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770,0.278770
3.625000,4.250000,4.175000,3.121154,2.325000,2.383333,2.323026,2.510526,2.647222,2.322543,2.242857,2.578978,2.129167,2.055249,2.051374,1.873413,1.847619,1.805933,1.752820,1.913516,1.792922,1.737435,1.673119,1.660432,1.446456,1.338094,1.405503,1.308371,1.255987,1.281049,1.165319,1.375641,1.422458,1.511953,1.490423,1.617320,1.518301,1.457554,1.522538,1.654042,1.519990,1.436355,1.327509,1.272965,1.148360,1.108531,1.039211,1.013250,0.999649,0.966367,0.934474,0.924101,0.979632,0.969286,0.927953,0.963686,0.966808,0.943439,0.962089,0.919831,0.884551,0.855586,0.858049,0.816220,0.751437,0.744659,0.678542,0.642032,0.624826,0.544224,0.509294,0.521365,0.518604,0.451968,0.433333,0.441913,0.434325,0.394661,0.405336,0.379616,0.409902,0.475331,0.426667,0.387364,0.406929,0.403472,0.366631,0.383759,0.477062,0.405303,0.394697,0.522076,0.600694,0.677778,0.702020,0.694444,0.613636,0.613636,0.575000,0.625000,0.590909,0.568182,0.461538,0.468750,0.455882,0.455882,0.383333,0.392857,0.403846,0.403846,0.354167,0.363636,0.375000,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750,0.343750
0.937500,0.937500,1.142857,1.000000,1.083333,1.083333,1.142045,1.189103,1.029762,0.866667,0.721875,0.729167,0.780556,0.953571,0.982887,1.141176,1.141176,1.157271,1.129167,1.044034,1.098262,1.132353,1.312091,1.441845,1.432900,1.344697,1.172619,1.056386,1.126250,1.172794,1.217324,1.043116,1.022454,1.083159,0.891968,0.889535,0.909582,0.919934,0.872340,0.810119,0.685227,0.662158,0.671859,0.642942,0.603612,0.623120,0.612097,0.573684,0.571932,0.560080,0.529839,0.520833,0.667415,0.801471,0.802342,0.778966,0.910375,0.966667,0.969697,0.979167,0.958896,0.940092,0.731562,0.730366,0.725243,0.734268,0.727617,0.632622,0.561806,0.548123,0.484848,0.529989,0.531621,0.622955,0.575893,0.545936,0.502271,0.506823,0.386601,0.342857,0.337405,0.345455,0.271037,0.272756,0.283929,0.278896,0.232950,0.217857,0.195370,0.180769,0.158333,0.144444,0.144444,0.171154,0.150000,0.143182,0.125000,0.130556,0.106250,0.116667,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000,0.125000
2.937500,2.772917,2.350481,2.249107,2.090774,1.862132,1.765836,1.756762,1.613952,1.527525,1.587879,1.603523,1.605655,1.581985,1.542956,1.716816,1.589103,1.534745,1.389692,1.437153,1.646191,1.531014,1.567441,1.567677,1.749229,1.872673,1.724026,1.680025,1.619380,1.600947,1.557393,1.468289,1.396339,1.248359,1.222596,1.180029,1.072769,1.108029,1.029206,1.056985,1.051716,0.973084,0.964362,0.973206,1.030540,1.020528,1.035774,0.969204,0.878111,0.871560,0.877045,0.860156,0.898958,0.866672,0.862059,0.871429,0.825473,0.852853,0.852622,0.890712,0.899771,0.857288,0.861196,0.787508,0.784853,0.835343,0.781014,0.754629,0.681077,0.688301,0.649715,0.667420,0.662574,0.633702,0.650543,0.660499,0.597942,0.562594,0.567549,0.523313,0.477279,0.465074,0.452691,0.486814,0.461215,0.483871,0.467605,0.466281,0.444866,0.436154,0.390601,0.444880,0.445654,0.486250,0.427404,0.471875,0.474199,0.437917,0.456250,0.465323,0.468103,0.466171,0.425000,0.474769,0.491667,0.501250,0.592917,0.662731,0.562732,0.559511,0.605060,0.869129,0.809511,1.009821,0.985417,0.858036,0.716033,0.658631,0.634821,0.531250,0.531250,0.502303,0.421528,0.430515,0.414583,0.430532,0.434028,0.634821,0.553472,0.681250,0.889286,0.719129,0.639583,0.639583,0.624107,0.626580,0.610471,0.593750,0.521591,0.589583,0.481250,0.359028,0.392654,0.371166,0.339420,0.292361,0.306250,0.302404,0.310417,0.310417
4.625000,4.479167,3.895833,3.687500,2.854167,2.900183,2.911111,3.120833,2.852130,2.916667,2.669917,2.476030,2.391133,2.418722,2.184300,2.190412,2.061960,1.907066,1.732483,1.655208,1.626898,1.563063,1.607724,1.646601,1.641779,1.776721,1.724750,1.754446,1.752210,1.720240,1.690741,1.535471,1.516969,1.516840,1.466418,1.462441,1.353018,1.290374,1.296702,1.280498,1.250467,1.240329,1.277065,1.310628,1.357889,1.340871,1.270826,1.234344,1.276140,1.272614,1.216678,1.219513,1.246023,1.207994,1.189370,1.139690,1.122845,1.113684,1.105292,1.060107,1.061410,1.044605,1.092005,1.091176,1.089716,1.069453,1.025339,1.047945,1.048611,1.101227,1.156583,1.118325,1.215617,1.191299,1.180407,1.149518,1.139646,1.143949,1.113253,1.097839,1.031930,1.027542,1.056206,1.024000,0.976436,0.953401,0.997062,0.984663,0.977475,1.044609,1.078839,1.116273,1.050102,1.042906,0.991957,0.995831,1.026357,1.010475,1.024762,1.015997,0.942147,0.923822,0.904825,0.908821,0.901942,0.904000,0.921242,0.935434,0.919099,0.933251,0.924463,0.924312,0.903644,0.924022,0.939176,0.946140,0.960526,0.969633,0.954501,0.915762,0.868334,0.886106,0.897250,0.901059,0.907867,0.878893,0.883734,0.886092,0.844906,0.813647,0.855945,0.856523,0.873330,0.849811,0.849220,0.803102,0.813028,0.772348,0.765388,0.741514,0.704585,0.657084,0.610434,0.532371,0.482654,0.449950,0.429137,0.362954,0.327147,0.267227
