bin_0_center_0.0045,bin_1_center_0.0128,bin_2_center_0.0210,bin_3_center_0.0292,bin_4_center_0.0375,bin_5_center_0.0457,bin_6_center_0.0539,bin_7_center_0.0622,bin_8_center_0.0704,bin_9_center_0.0787,bin_10_center_0.0869,bin_11_center_0.0951,bin_12_center_0.1034,bin_13_center_0.1116,bin_14_center_0.1198,bin_15_center_0.1281,bin_16_center_0.1363,bin_17_center_0.1445,bin_18_center_0.1528,bin_19_center_0.1610,bin_20_center_0.1692,bin_21_center_0.1775,bin_22_center_0.1857,bin_23_center_0.1940,bin_24_center_0.2022,bin_25_center_0.2104,bin_26_center_0.2187,bin_27_center_0.2269,bin_28_center_0.2351,bin_29_center_0.2434,bin_30_center_0.2516,bin_31_center_0.2598,bin_32_center_0.2681,bin_33_center_0.2763,bin_34_center_0.2845,bin_35_center_0.2928,bin_36_center_0.3010,bin_37_center_0.3093,bin_38_center_0.3175,bin_39_center_0.3257,bin_40_center_0.3340,bin_41_center_0.3422,bin_42_center_0.3504,bin_43_center_0.3587,bin_44_center_0.3669,bin_45_center_0.3751,bin_46_center_0.3834,bin_47_center_0.3916,bin_48_center_0.3998,bin_49_center_0.4081,bin_50_center_0.4163,bin_51_center_0.4246,bin_52_center_0.4328,bin_53_center_0.4410,bin_54_center_0.4493,bin_55_center_0.4575,bin_56_center_0.4657,bin_57_center_0.4740,bin_58_center_0.4822,bin_59_center_0.4904,bin_60_center_0.4987,bin_61_center_0.5069,bin_62_center_0.5151,bin_63_center_0.5234,bin_64_center_0.5316,bin_65_center_0.5399,bin_66_center_0.5481,bin_67_center_0.5563,bin_68_center_0.5646,bin_69_center_0.5728,bin_70_center_0.5810,bin_71_center_0.5893,bin_72_center_0.5975,bin_73_center_0.6057,bin_74_center_0.6140,bin_75_center_0.6222,bin_76_center_0.6304,bin_77_center_0.6387,bin_78_center_0.6469,bin_79_center_0.6552,bin_80_center_0.6634,bin_81_center_0.6716,bin_82_center_0.6799,bin_83_center_0.6881,bin_84_center_0.6963,bin_85_center_0.7046,bin_86_center_0.7128,bin_87_center_0.7210,bin_88_center_0.7293,bin_89_center_0.7375,bin_90_center_0.7457,bin_91_center_0.7540,bin_92_center_0.7622,bin_93_center_0.7705,bin_94_center_0.7787,bin_95_center_0.7869,bin_96_center_0.7952,bin_97_center_0.8034,bin_98_center_0.8116,bin_99_center_0.8199
0.02930096909403801,0.1282833069562912,0.1686621606349945,0.20180995762348175,0.2943444848060608,0.270944744348526,0.3203883469104767,0.3166666626930237,0.3928571343421936,0.45041322708129883,0.43809524178504944,0.5195530652999878,0.42957746982574463,0.5042017102241516,0.5789473652839661,0.5350877046585083,0.5957446694374084,0.6200000047683716,0.5844155550003052,0.6172839403152466,0.682539701461792,0.6363636255264282,0.6935483813285828,0.6984127163887024,0.7254902124404907,0.6470588445663452,0.7068965435028076,0.7878788113594055,0.6600000262260437,0.8095238208770752,0.7142857313156128,0.8048780560493469,0.6399999856948853,0.8461538553237915,0.7777777910232544,0.8095238208770752,0.800000011920929,0.7948718070983887,0.8518518805503845,0.9629629850387573,0.7777777910232544,0.8947368264198303,0.7727272510528564,0.7727272510528564,0.9444444179534912,0.800000011920929,0.9090909361839294,0.8888888955116272,0.8181818127632141,0.9259259104728699,0.8125,0.8999999761581421,0.9545454382896423,0.8148148059844971,1.0,1.0,0.9375,0.8999999761581421,0.9166666865348816,0.9285714030265808,1.0,0.9285714030265808,1.0,0.7692307829856873,0.9230769276618958,0.9230769276618958,1.0,1.0,1.0,1.0,1.0,0.9333333373069763,1.0,1.0,1.0,0.699999988079071,0.8888888955116272,0.8571428656578064,1.0,1.0,0.8571428656578064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666865348816,1.0,1.0,1.0,1.0,1.0
0.027834074571728706,0.1206124871969223,0.16340206563472748,0.20266667008399963,0.24453552067279816,0.26401445269584656,0.28921568393707275,0.3779069781303406,0.3224489688873291,0.3371647596359253,0.4292452931404114,0.42690059542655945,0.40666666626930237,0.4384615421295166,0.4893617033958435,0.4545454680919647,0.5894736647605896,0.5531914830207825,0.42105263471603394,0.574999988079071,0.6666666865348816,0.6307692527770996,0.6065573692321777,0.5714285969734192,0.5882353186607361,0.5957446694374084,0.734375,0.6060606241226196,0.7755101919174194,0.7272727489471436,0.7749999761581421,0.6052631735801697,0.7272727489471436,0.7692307829856873,0.5652173757553101,0.8222222328186035,0.800000011920929,0.7894737124443054,0.84375,0.6551724076271057,0.800000011920929,0.8181818127632141,0.7272727489471436,0.800000011920929,0.8947368264198303,1.0,0.9545454382896423,0.8999999761581421,0.9090909361839294,0.9200000166893005,0.949999988079071,0.5833333134651184,0.8888888955116272,0.9200000166893005,1.0,1.0,0.8888888955116272,0.949999988079071,0.9090909361839294,0.8333333134651184,0.8333333134651184,0.8333333134651184,0.7142857313156128,0.8461538553237915,0.9166666865348816,1.0,0.8571428656578064,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888955116272,0.8888888955116272,1.0,1.0,1.0,1.0,0.8888888955116272,1.0,1.0,1.0,1.0,1.0,0.8571428656578064,1.0,1.0,1.0,1.0,0.800000011920929,1.0,1.0,1.0,1.0,1.0,1.0
0.028573760762810707,0.12570621073246002,0.17744438350200653,0.21066907048225403,0.2728476822376251,0.3030303120613098,0.32186731696128845,0.30812326073646545,0.38671875,0.39024388790130615,0.44059404730796814,0.4254143536090851,0.43421053886413574,0.5530303120613098,0.518796980381012,0.5045045018196106,0.5199999809265137,0.5612244606018066,0.5874999761581421,0.6266666650772095,0.6849315166473389,0.6229507923126221,0.5967742204666138,0.7301587462425232,0.686274528503418,0.6600000262260437,0.6935483813285828,0.7941176295280457,0.5952380895614624,0.7142857313156128,0.7441860437393188,0.6341463327407837,0.7727272510528564,0.8260869383811951,0.7333333492279053,0.8809523582458496,0.8275862336158752,0.7567567825317383,0.9333333373069763,0.807692289352417,0.837837815284729,0.9166666865348816,0.8095238208770752,0.9047619104385376,1.0,1.0,0.7727272510528564,0.800000011920929,0.8461538553237915,0.8846153616905212,0.8421052694320679,0.8999999761581421,0.9444444179534912,0.8888888955116272,0.8125,0.8666666746139526,0.9473684430122375,1.0,1.0,0.9285714030265808,1.0,1.0,1.0,0.9230769276618958,1.0,0.9166666865348816,1.0,0.9411764740943909,1.0,1.0,0.9166666865348816,0.8666666746139526,1.0,1.0,1.0,1.0,0.8888888955116272,1.0,1.0,0.800000011920929,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888955116272,0.8571428656578064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.027135398238897324,0.12540869414806366,0.16753381490707397,0.20072007179260254,0.2584856450557709,0.27697840332984924,0.31553396582603455,0.3492957651615143,0.40080970525741577,0.3928571343421936,0.38461539149284363,0.449438214302063,0.4437499940395355,0.3863636255264282,0.5214285850524902,0.5983606576919556,0.5979381203651428,0.5306122303009033,0.5479452013969421,0.5180723071098328,0.5737704634666443,0.6499999761581421,0.625,0.6065573692321777,0.6730769276618958,0.6938775777816772,0.6491228342056274,0.7575757503509521,0.6222222447395325,0.7446808218955994,0.7749999761581421,0.6666666865348816,0.8333333134651184,0.7692307829856873,0.692307710647583,0.8048780560493469,0.699999988079071,0.7948718070983887,0.7272727489471436,0.7142857313156128,0.8285714387893677,0.739130437374115,0.8181818127632141,0.739130437374115,0.8947368264198303,0.8666666746139526,0.625,0.8421052694320679,0.9166666865348816,0.8620689511299133,0.7894737124443054,1.0,0.8500000238418579,0.9583333134651184,0.9473684430122375,0.9230769276618958,0.9473684430122375,0.800000011920929,0.9166666865348816,1.0,0.9090909361839294,0.692307710647583,0.8333333134651184,0.8333333134651184,1.0,0.8461538553237915,1.0,0.9375,0.8333333134651184,1.0,0.9230769276618958,0.8235294222831726,0.9090909361839294,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666865348816,0.8333333134651184,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8999999761581421,1.0,0.800000011920929,1.0,1.0,1.0,0.8888888955116272,1.0,1.0
0.029082993045449257,0.13016916811466217,0.17362184822559357,0.20617620646953583,0.2567204236984253,0.29326048493385315,0.28883495926856995,0.3877550959587097,0.3604651093482971,0.38260868191719055,0.38942307233810425,0.489130437374115,0.42580646276474,0.53125,0.4637681245803833,0.5042017102241516,0.5161290168762207,0.5922330021858215,0.6184210777282715,0.6547619104385376,0.671875,0.625,0.7868852615356445,0.5967742204666138,0.6938775777816772,0.6326530575752258,0.692307710647583,0.6875,0.6808510422706604,0.7749999761581421,0.7727272510528564,0.9024389982223511,0.5909090638160706,0.8846153616905212,0.7692307829856873,0.8636363744735718,0.7586206793785095,0.6896551847457886,0.75,0.807692289352417,0.6969696879386902,0.8333333134651184,0.8636363744735718,0.9090909361839294,0.8888888955116272,0.8125,1.0,0.9375,0.800000011920929,0.9090909361839294,0.8888888955116272,1.0,0.9444444179534912,0.9259259104728699,0.9375,1.0,0.8125,1.0,0.8333333134651184,0.9285714030265808,0.800000011920929,1.0,0.6666666865348816,0.9230769276618958,0.9090909361839294,1.0,1.0,1.0,1.0,1.0,0.8461538553237915,0.8823529481887817,0.8125,1.0,1.0,0.875,1.0,0.8888888955116272,1.0,0.9166666865348816,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.8333333134651184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428656578064,1.0,1.0,1.0
0.029499730095267296,0.1304347813129425,0.17938144505023956,0.2170686423778534,0.2644295394420624,0.31273409724235535,0.3762376308441162,0.37215909361839294,0.3684210479259491,0.3991769552230835,0.4423076808452606,0.4917127192020416,0.5555555820465088,0.4736842215061188,0.5223880410194397,0.4237288236618042,0.49425286054611206,0.6224489808082581,0.5569620132446289,0.6626505851745605,0.5757575631141663,0.6818181872367859,0.6875,0.5409836173057556,0.698113203048706,0.5918367505073547,0.725806474685669,0.7272727489471436,0.800000011920929,0.6341463327407837,0.8666666746139526,0.6842105388641357,0.8260869383811951,0.8333333134651184,0.7586206793785095,0.7749999761581421,0.800000011920929,0.7647058963775635,0.78125,0.8461538553237915,0.8387096524238586,0.9090909361839294,0.782608687877655,0.8999999761581421,0.7894737124443054,0.8333333134651184,0.761904776096344,0.875,1.0,0.807692289352417,0.8947368264198303,1.0,1.0,0.8928571343421936,0.9230769276618958,0.9166666865348816,0.9411764740943909,0.9523809552192688,1.0,0.6666666865348816,0.8823529481887817,0.8571428656578064,0.800000011920929,0.9090909361839294,0.9166666865348816,0.9230769276618958,0.8571428656578064,0.9411764740943909,0.6000000238418579,1.0,1.0,0.9444444179534912,1.0,0.8571428656578064,1.0,1.0,1.0,0.8888888955116272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333134651184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888955116272,1.0,1.0
0.02853737771511078,0.12426035851240158,0.15863141417503357,0.21770550310611725,0.23796790838241577,0.3017857074737549,0.2929292917251587,0.3072625696659088,0.36614173650741577,0.37130802869796753,0.34761905670166016,0.4364641010761261,0.4615384638309479,0.48091602325439453,0.5,0.49193549156188965,0.5568181872367859,0.5714285969734192,0.5657894611358643,0.5287356376647949,0.5322580933570862,0.6363636255264282,0.578125,0.6499999761581421,0.7692307829856873,0.6346153616905212,0.6612903475761414,0.7878788113594055,0.695652186870575,0.6818181872367859,0.695652186870575,0.675000011920929,0.6521739363670349,0.7083333134651184,0.8518518805503845,0.6666666865348816,0.6785714030265808,0.8787878751754761,0.9090909361839294,0.6551724076271057,0.8787878751754761,0.761904776096344,0.7142857313156128,0.8695651888847351,0.8888888955116272,0.8235294222831726,0.761904776096344,0.7894737124443054,1.0,0.8461538553237915,0.8095238208770752,1.0,0.75,0.9230769276618958,1.0,0.692307710647583,0.8500000238418579,0.9047619104385376,0.75,0.9285714030265808,0.949999988079071,0.9411764740943909,0.8571428656578064,0.7272727489471436,0.9166666865348816,1.0,1.0,0.9333333373069763,0.8333333134651184,0.9333333373069763,1.0,0.9285714030265808,0.9333333373069763,0.8571428656578064,0.6666666865348816,1.0,0.875,0.875,1.0,0.7777777910232544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428656578064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.028303273022174835,0.1146077960729599,0.16373057663440704,0.22069597244262695,0.24864129722118378,0.2700729966163635,0.3927710950374603,0.35164836049079895,0.3611111044883728,0.3632478713989258,0.4813084006309509,0.46994534134864807,0.4248366057872772,0.4354838728904724,0.5714285969734192,0.5042017102241516,0.65625,0.5714285969734192,0.4868420958518982,0.6279069781303406,0.5633803009986877,0.609375,0.640625,0.7272727489471436,0.6200000047683716,0.6727272868156433,0.5967742204666138,0.6666666865348816,0.695652186870575,0.7749999761581421,0.6428571343421936,0.6666666865348816,0.8181818127632141,0.692307710647583,0.8461538553237915,0.9069767594337463,0.6800000071525574,0.8461538553237915,0.78125,0.7692307829856873,0.8823529481887817,0.8333333134651184,0.6818181872367859,0.8823529481887817,0.8500000238418579,0.7777777910232544,0.8500000238418579,0.7777777910232544,0.9230769276618958,0.8799999952316284,0.7777777910232544,0.8181818127632141,0.9473684430122375,0.9200000166893005,0.8235294222831726,1.0,0.800000011920929,0.9473684430122375,0.9090909361839294,1.0,0.9444444179534912,1.0,1.0,0.9230769276618958,0.8888888955116272,0.9166666865348816,1.0,0.9444444179534912,1.0,0.8666666746139526,0.9090909361839294,0.875,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,0.8333333134651184,1.0,1.0,0.6666666865348816,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888955116272,1.0,1.0,1.0,1.0
0.030976563692092896,0.138142392039299,0.18717683851718903,0.23020927608013153,0.24866309762001038,0.31578946113586426,0.35499998927116394,0.34757834672927856,0.3893129825592041,0.4403292238712311,0.4285714328289032,0.4114285707473755,0.5345911979675293,0.5040650367736816,0.5864661931991577,0.4913793206214905,0.5795454382896423,0.5,0.607594907283783,0.6162790656089783,0.6393442749977112,0.688524603843689,0.734375,0.6290322542190552,0.6938775777816772,0.7407407164573669,0.6785714030265808,0.7058823704719543,0.7291666865348816,0.8500000238418579,0.6499999761581421,0.8974359035491943,0.875,0.8399999737739563,0.8620689511299133,0.7631579041481018,0.8571428656578064,0.8684210777282715,0.9375,0.9285714030265808,0.7666666507720947,0.75,0.9090909361839294,0.9130434989929199,1.0,1.0,0.7727272510528564,0.8888888955116272,0.9090909361839294,0.9599999785423279,0.7647058963775635,0.9230769276618958,0.9130434989929199,0.8333333134651184,0.8823529481887817,1.0,0.8500000238418579,0.8999999761581421,0.800000011920929,0.9230769276618958,1.0,0.9333333373069763,1.0,0.9090909361839294,0.8999999761581421,0.9230769276618958,1.0,1.0,1.0,1.0,1.0,0.9375,0.875,1.0,0.800000011920929,1.0,1.0,1.0,0.800000011920929,0.9230769276618958,1.0,1.0,1.0,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,0.8571428656578064,0.8571428656578064,0.8888888955116272,0.875,1.0
0.030288703739643097,0.13330204784870148,0.16939611732959747,0.21105071902275085,0.26948481798171997,0.2956204414367676,0.34936708211898804,0.3661971688270569,0.40400001406669617,0.4326530694961548,0.42788460850715637,0.4521276652812958,0.43918919563293457,0.5864661931991577,0.5939849615097046,0.5737704634666443,0.5274725556373596,0.6262626051902771,0.4871794879436493,0.604651153087616,0.7575757503509521,0.6363636255264282,0.5909090638160706,0.7222222089767456,0.7636363506317139,0.699999988079071,0.800000011920929,0.7333333492279053,0.7083333134651184,0.804347813129425,0.75,0.6829268336296082,0.695652186870575,0.8571428656578064,0.75,0.7749999761581421,0.7857142686843872,0.9189189076423645,0.875,0.8275862336158752,0.8823529481887817,0.9047619104385376,0.9545454382896423,0.8095238208770752,0.9444444179534912,0.75,0.9583333134651184,0.8888888955116272,0.9166666865348816,0.9615384340286255,0.8421052694320679,0.800000011920929,0.9583333134651184,0.8214285969734192,0.7777777910232544,1.0,0.9473684430122375,0.8823529481887817,0.9166666865348816,0.8666666746139526,0.8235294222831726,1.0,1.0,0.8333333134651184,0.8333333134651184,0.9090909361839294,1.0,0.9333333373069763,1.0,1.0,0.8461538553237915,1.0,0.9333333373069763,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888955116272,1.0,1.0,1.0,0.8571428656578064,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428656578064,1.0,1.0,1.0,1.0
