country,reference_date,Rt
Netherlands,2022-06-05,1.9897008074784044
Netherlands,2022-06-06,2.087138639835924
Netherlands,2022-06-07,2.1428660068734917
Netherlands,2022-06-08,2.1568718325957246
Netherlands,2022-06-09,2.1291561170026223
Netherlands,2022-06-10,2.059718860094185
Netherlands,2022-06-11,1.9485600618704126
Netherlands,2022-06-12,1.7956797223313052
Netherlands,2022-06-13,1.6122277206883895
Netherlands,2022-06-14,1.465103332210827
Netherlands,2022-06-15,1.365456436110143
Netherlands,2022-06-16,1.3132870323863384
Netherlands,2022-06-17,1.3085951210394131
Netherlands,2022-06-18,1.3513807020693673
Netherlands,2022-06-19,1.4416437754762004
Netherlands,2022-06-20,1.568107297231587
Netherlands,2022-06-21,1.6631090031655715
Netherlands,2022-06-22,1.7153718492498276
Netherlands,2022-06-23,1.7248958354843555
Netherlands,2022-06-24,1.6916809618691553
Netherlands,2022-06-25,1.6157272284042268
Netherlands,2022-06-26,1.4970346350895698
Netherlands,2022-06-27,1.3452313771046558
Netherlands,2022-06-28,1.218086625526311
Netherlands,2022-06-29,1.1252285755340061
Netherlands,2022-06-30,1.0666572271277412
Netherlands,2022-07-01,1.0423725803075166
Netherlands,2022-07-02,1.0523746350733318
Netherlands,2022-07-03,1.096663391425187
Netherlands,2022-07-04,1.1679286732155993
Netherlands,2022-07-05,1.2223094235596716
Netherlands,2022-07-06,1.2524954663099204
Netherlands,2022-07-07,1.258486801466346
Netherlands,2022-07-08,1.2402834290289482
Netherlands,2022-07-09,1.197885348997727
Netherlands,2022-07-10,1.1312925613726825
Netherlands,2022-07-11,1.0445932577708845
Netherlands,2022-07-12,0.9623165878947498
Netherlands,2022-07-13,0.8885507433613477
Netherlands,2022-07-14,0.8232957241706784
Netherlands,2022-07-15,0.7665515303227419
Netherlands,2022-07-16,0.7183181618175383
Netherlands,2022-07-17,0.6785956186550671
Netherlands,2022-07-18,0.6471579249515402
Netherlands,2022-07-19,0.6226492254042243
Netherlands,2022-07-20,0.6048435441293307
Netherlands,2022-07-21,0.5937408811268594
Netherlands,2022-07-22,0.5893412363968102
Netherlands,2022-07-23,0.5916446099391836
Netherlands,2022-07-24,0.600651001753979
Netherlands,2022-07-25,0.6154838776383891
Netherlands,2022-07-26,0.6308840323755686
Netherlands,2022-07-27,0.6459749317627093
Netherlands,2022-07-28,0.6607565757998116
Netherlands,2022-07-29,0.6752289644868754
Netherlands,2022-07-30,0.6893920978239008
Netherlands,2022-07-31,0.7032459758108874
Netherlands,2022-08-01,0.717106274652983
Netherlands,2022-08-02,0.7328670515810708
Netherlands,2022-08-03,0.7508439828002975
Netherlands,2022-08-04,0.7710370683106638
Netherlands,2022-08-05,0.7934463081121693
Netherlands,2022-08-06,0.8180717022048142
Netherlands,2022-08-07,0.8449132505885981
Netherlands,2022-08-08,0.8718193280736497
Netherlands,2022-08-09,0.8858801835207377
Netherlands,2022-08-10,0.8849441917399901
Netherlands,2022-08-11,0.8690113527314072
Netherlands,2022-08-12,0.8380816664949885
Netherlands,2022-08-13,0.7921551330307344
Netherlands,2022-08-14,0.7312317523386449
Netherlands,2022-08-15,0.6597957105755959
Netherlands,2022-08-16,0.6047521246828444
Netherlands,2022-08-17,0.5705851808172661
Netherlands,2022-08-18,0.5572948789788613
Netherlands,2022-08-19,0.5648812191676297
Netherlands,2022-08-20,0.5933442013835717
Netherlands,2022-08-21,0.6426838256266869
Netherlands,2022-08-22,0.7080177554160446
Netherlands,2022-08-23,0.7600519718660586
Netherlands,2022-08-24,0.7939041384957977
Netherlands,2022-08-25,0.809574255305262
Netherlands,2022-08-26,0.8070623222944513
Netherlands,2022-08-27,0.7863683394633663
Netherlands,2022-08-28,0.7474923068120065
Netherlands,2022-08-29,0.6904342243403716
Netherlands,2022-08-30,0.6151940920484622
Netherlands,2022-08-31,0.5217719099362779
Netherlands,2022-09-01,0.4101676780038189
Spain,2022-05-05,7.24688843602103
Spain,2022-05-06,7.0969433359516305
Spain,2022-05-07,6.909212372725264
Spain,2022-05-08,6.683695546341928
Spain,2022-05-09,6.420392856801627
Spain,2022-05-10,6.119304304104356
Spain,2022-05-11,5.780429888250119
Spain,2022-05-12,5.403769609238914
Spain,2022-05-13,4.989323467070742
Spain,2022-05-14,4.537091461745602
Spain,2022-05-15,4.0470735932634945
Spain,2022-05-16,3.530485220673319
Spain,2022-05-17,3.0546184982684723
Spain,2022-05-18,2.630688785097855
Spain,2022-05-19,2.2586960811614665
Spain,2022-05-20,1.9386403864593076
Spain,2022-05-21,1.670521700991377
Spain,2022-05-22,1.4543400247576754
Spain,2022-05-23,1.2925313361161375
