bin_0_0.0045,bin_1_0.0127,bin_2_0.0209,bin_3_0.0291,bin_4_0.0373,bin_5_0.0456,bin_6_0.0538,bin_7_0.0620,bin_8_0.0702,bin_9_0.0784,bin_10_0.0866,bin_11_0.0948,bin_12_0.1030,bin_13_0.1112,bin_14_0.1194,bin_15_0.1276,bin_16_0.1358,bin_17_0.1440,bin_18_0.1522,bin_19_0.1605,bin_20_0.1687,bin_21_0.1769,bin_22_0.1851,bin_23_0.1933,bin_24_0.2015,bin_25_0.2097,bin_26_0.2179,bin_27_0.2261,bin_28_0.2343,bin_29_0.2425,bin_30_0.2507,bin_31_0.2589,bin_32_0.2671,bin_33_0.2753,bin_34_0.2836,bin_35_0.2918,bin_36_0.3000,bin_37_0.3082,bin_38_0.3164,bin_39_0.3246,bin_40_0.3328,bin_41_0.3410,bin_42_0.3492,bin_43_0.3574,bin_44_0.3656,bin_45_0.3738,bin_46_0.3820,bin_47_0.3902,bin_48_0.3985,bin_49_0.4067,bin_50_0.4149,bin_51_0.4231,bin_52_0.4313,bin_53_0.4395,bin_54_0.4477,bin_55_0.4559,bin_56_0.4641,bin_57_0.4723,bin_58_0.4805,bin_59_0.4887,bin_60_0.4969,bin_61_0.5051,bin_62_0.5134,bin_63_0.5216,bin_64_0.5298,bin_65_0.5380,bin_66_0.5462,bin_67_0.5544,bin_68_0.5626,bin_69_0.5708,bin_70_0.5790,bin_71_0.5872,bin_72_0.5954,bin_73_0.6036,bin_74_0.6118,bin_75_0.6200,bin_76_0.6283,bin_77_0.6365,bin_78_0.6447,bin_79_0.6529,bin_80_0.6611,bin_81_0.6693,bin_82_0.6775,bin_83_0.6857,bin_84_0.6939,bin_85_0.7021,bin_86_0.7103,bin_87_0.7185,bin_88_0.7267,bin_89_0.7349,bin_90_0.7432,bin_91_0.7514,bin_92_0.7596,bin_93_0.7678,bin_94_0.7760,bin_95_0.7842,bin_96_0.7924,bin_97_0.8006,bin_98_0.8088,bin_99_0.8170
tensor(0.0286),tensor(0.1248),tensor(0.1773),tensor(0.2292),tensor(0.2390),tensor(0.3065),tensor(0.3140),tensor(0.3723),tensor(0.3756),tensor(0.4016),tensor(0.4031),tensor(0.4387),tensor(0.4566),tensor(0.5210),tensor(0.4747),tensor(0.5206),tensor(0.5100),tensor(0.6278),tensor(0.6781),tensor(0.6433),tensor(0.5800),tensor(0.6690),tensor(0.6639),tensor(0.6491),tensor(0.6852),tensor(0.6636),tensor(0.7442),tensor(0.7416),tensor(0.8085),tensor(0.6747),tensor(0.6818),tensor(0.7465),tensor(0.8000),tensor(0.7143),tensor(0.7969),tensor(0.7719),tensor(0.7679),tensor(0.8269),tensor(0.8000),tensor(0.8113),tensor(0.8833),tensor(0.8889),tensor(0.9111),tensor(0.8750),tensor(0.8293),tensor(0.8519),tensor(0.8974),tensor(0.9057),tensor(0.8140),tensor(0.9333),tensor(0.9429),tensor(0.8889),tensor(0.8788),tensor(0.9231),tensor(0.9355),tensor(1.),tensor(0.9091),tensor(0.8519),tensor(0.8696),tensor(0.9167),tensor(1.),tensor(0.9333),tensor(0.8519),tensor(0.8889),tensor(0.8148),tensor(0.9655),tensor(0.8500),tensor(0.9583),tensor(0.8947),tensor(0.8696),tensor(0.9474),tensor(1.),tensor(0.9444),tensor(0.9231),tensor(0.9412),tensor(1.),tensor(0.9583),tensor(0.9600),tensor(1.),tensor(1.),tensor(0.9500),tensor(0.8333),tensor(0.9500),tensor(1.),tensor(1.),tensor(0.9375),tensor(1.),tensor(0.9167),tensor(0.9500),tensor(1.),tensor(0.9091),tensor(1.),tensor(1.),tensor(0.8571),tensor(1.),tensor(0.9286),tensor(0.9412),tensor(0.9000),tensor(1.),tensor(1.)
tensor(0.0282),tensor(0.1199),tensor(0.1699),tensor(0.2094),tensor(0.2412),tensor(0.2857),tensor(0.3003),tensor(0.3651),tensor(0.3540),tensor(0.3885),tensor(0.3990),tensor(0.4433),tensor(0.5146),tensor(0.4863),tensor(0.4917),tensor(0.5253),tensor(0.5573),tensor(0.5699),tensor(0.5664),tensor(0.5926),tensor(0.5755),tensor(0.6074),tensor(0.6560),tensor(0.6860),tensor(0.6250),tensor(0.6346),tensor(0.7634),tensor(0.6882),tensor(0.7320),tensor(0.7561),tensor(0.7865),tensor(0.7200),tensor(0.6623),tensor(0.7286),tensor(0.7833),tensor(0.7656),tensor(0.8333),tensor(0.7500),tensor(0.7586),tensor(0.8000),tensor(0.8065),tensor(0.8776),tensor(0.9318),tensor(0.8000),tensor(0.8378),tensor(0.8571),tensor(0.9091),tensor(0.9074),tensor(0.9091),tensor(0.9302),tensor(0.9143),tensor(0.9286),tensor(0.8387),tensor(0.8421),tensor(0.8065),tensor(0.8333),tensor(0.8438),tensor(0.8966),tensor(0.8333),tensor(0.9200),tensor(0.9167),tensor(0.9286),tensor(0.9630),tensor(0.8696),tensor(1.),tensor(0.7778),tensor(0.9444),tensor(0.9091),tensor(0.8824),tensor(0.9130),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9333),tensor(0.8889),tensor(0.9167),tensor(1.),tensor(0.8750),tensor(0.9524),tensor(0.9412),tensor(0.9167),tensor(0.8095),tensor(1.),tensor(0.9286),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9375),tensor(1.),tensor(1.),tensor(1.),tensor(0.9231),tensor(1.),tensor(1.),tensor(1.),tensor(0.9231)
tensor(0.0292),tensor(0.1183),tensor(0.1733),tensor(0.2055),tensor(0.2351),tensor(0.2829),tensor(0.3001),tensor(0.3059),tensor(0.3642),tensor(0.4115),tensor(0.3593),tensor(0.4278),tensor(0.4704),tensor(0.4527),tensor(0.5075),tensor(0.4643),tensor(0.5533),tensor(0.5351),tensor(0.5278),tensor(0.6135),tensor(0.5517),tensor(0.5515),tensor(0.6418),tensor(0.5526),tensor(0.6571),tensor(0.5981),tensor(0.7708),tensor(0.7000),tensor(0.6979),tensor(0.7284),tensor(0.8172),tensor(0.7867),tensor(0.7342),tensor(0.6806),tensor(0.8182),tensor(0.8033),tensor(0.8689),tensor(0.7857),tensor(0.7895),tensor(0.8364),tensor(0.7931),tensor(0.7500),tensor(0.7727),tensor(0.8679),tensor(0.9286),tensor(0.8235),tensor(0.9048),tensor(0.8596),tensor(0.9362),tensor(0.8611),tensor(0.8235),tensor(0.8966),tensor(0.9667),tensor(0.8378),tensor(0.8750),tensor(0.8387),tensor(0.9706),tensor(0.8667),tensor(0.9600),tensor(0.9615),tensor(0.9655),tensor(0.9677),tensor(0.8571),tensor(0.9565),tensor(1.),tensor(0.9655),tensor(0.9474),tensor(0.8696),tensor(1.),tensor(0.9231),tensor(0.9444),tensor(0.9474),tensor(0.9412),tensor(0.9167),tensor(0.9231),tensor(1.),tensor(0.9167),tensor(0.9231),tensor(0.9000),tensor(0.9500),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8889),tensor(0.9231),tensor(0.8333),tensor(0.8889),tensor(0.9375),tensor(0.9333),tensor(1.),tensor(1.),tensor(0.9091)
tensor(0.0285),tensor(0.1210),tensor(0.1810),tensor(0.2126),tensor(0.2552),tensor(0.2887),tensor(0.2981),tensor(0.3468),tensor(0.3719),tensor(0.3918),tensor(0.3878),tensor(0.4582),tensor(0.4516),tensor(0.5020),tensor(0.4868),tensor(0.5149),tensor(0.5755),tensor(0.5297),tensor(0.4527),tensor(0.6154),tensor(0.6289),tensor(0.6090),tensor(0.5615),tensor(0.6496),tensor(0.6238),tensor(0.6566),tensor(0.7419),tensor(0.7229),tensor(0.7010),tensor(0.6707),tensor(0.7717),tensor(0.7606),tensor(0.7536),tensor(0.7286),tensor(0.8070),tensor(0.6875),tensor(0.7742),tensor(0.8302),tensor(0.7778),tensor(0.8868),tensor(0.8387),tensor(0.8269),tensor(0.8261),tensor(0.7358),tensor(0.8864),tensor(0.8958),tensor(0.8000),tensor(0.8929),tensor(0.8409),tensor(0.8500),tensor(0.8649),tensor(0.9000),tensor(0.8750),tensor(0.9429),tensor(0.8065),tensor(0.9310),tensor(0.8750),tensor(0.8065),tensor(0.9091),tensor(0.8696),tensor(0.8684),tensor(0.9333),tensor(0.9615),tensor(1.),tensor(1.),tensor(0.9200),tensor(0.8182),tensor(0.9000),tensor(0.9474),tensor(0.8696),tensor(0.9412),tensor(1.),tensor(0.8750),tensor(1.),tensor(0.8235),tensor(1.),tensor(0.9583),tensor(0.9259),tensor(1.),tensor(0.9545),tensor(0.9444),tensor(0.9231),tensor(1.),tensor(0.9444),tensor(0.9231),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9500),tensor(0.9167),tensor(1.),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.9167)
tensor(0.0272),tensor(0.1229),tensor(0.1702),tensor(0.2263),tensor(0.2547),tensor(0.2801),tensor(0.3117),tensor(0.3212),tensor(0.3662),tensor(0.3923),tensor(0.3995),tensor(0.4176),tensor(0.4444),tensor(0.4718),tensor(0.4773),tensor(0.5544),tensor(0.5102),tensor(0.6243),tensor(0.5570),tensor(0.5864),tensor(0.6689),tensor(0.6842),tensor(0.6290),tensor(0.6404),tensor(0.5321),tensor(0.6606),tensor(0.6000),tensor(0.5714),tensor(0.7525),tensor(0.7179),tensor(0.7326),tensor(0.7500),tensor(0.6892),tensor(0.8310),tensor(0.8103),tensor(0.8197),tensor(0.6774),tensor(0.7500),tensor(0.8103),tensor(0.7963),tensor(0.7869),tensor(0.8000),tensor(0.8913),tensor(0.8600),tensor(0.8333),tensor(0.9318),tensor(0.8605),tensor(0.8431),tensor(0.8537),tensor(0.8837),tensor(0.8485),tensor(0.8750),tensor(0.8148),tensor(0.8108),tensor(0.9643),tensor(0.9429),tensor(0.9091),tensor(1.),tensor(0.8800),tensor(0.9565),tensor(0.9167),tensor(1.),tensor(0.9615),tensor(0.8000),tensor(0.8846),tensor(1.),tensor(0.9474),tensor(0.8261),tensor(1.),tensor(0.9545),tensor(1.),tensor(0.8750),tensor(0.8750),tensor(1.),tensor(0.9412),tensor(1.),tensor(0.9583),tensor(0.9545),tensor(1.),tensor(0.9444),tensor(1.),tensor(1.),tensor(0.9500),tensor(1.),tensor(0.9375),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8750),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8125),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0296),tensor(0.1223),tensor(0.1854),tensor(0.2320),tensor(0.2542),tensor(0.2731),tensor(0.3344),tensor(0.3564),tensor(0.3942),tensor(0.3963),tensor(0.4659),tensor(0.4432),tensor(0.4603),tensor(0.5100),tensor(0.5038),tensor(0.5000),tensor(0.5561),tensor(0.6243),tensor(0.5909),tensor(0.5223),tensor(0.6486),tensor(0.6617),tensor(0.6667),tensor(0.7736),tensor(0.5648),tensor(0.6733),tensor(0.6824),tensor(0.7889),tensor(0.7857),tensor(0.7531),tensor(0.6703),tensor(0.8056),tensor(0.8667),tensor(0.8060),tensor(0.7869),tensor(0.8525),tensor(0.7541),tensor(0.7593),tensor(0.8929),tensor(0.7407),tensor(0.8525),tensor(0.8868),tensor(0.8222),tensor(0.8704),tensor(0.8537),tensor(0.8333),tensor(0.8667),tensor(0.9038),tensor(0.8511),tensor(0.8837),tensor(0.8857),tensor(0.9310),tensor(0.8824),tensor(0.9211),tensor(0.9630),tensor(0.8718),tensor(0.8750),tensor(0.9394),tensor(0.9583),tensor(0.8621),tensor(0.9091),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.9167),tensor(0.9310),tensor(0.8889),tensor(0.9583),tensor(0.7778),tensor(0.8846),tensor(1.),tensor(0.9444),tensor(1.),tensor(1.),tensor(1.),tensor(0.8235),tensor(0.8696),tensor(0.9643),tensor(0.8571),tensor(0.9130),tensor(1.),tensor(0.9167),tensor(0.9565),tensor(0.9444),tensor(0.9412),tensor(1.),tensor(0.9286),tensor(1.),tensor(0.9524),tensor(1.),tensor(0.9091),tensor(0.9375),tensor(1.),tensor(1.),tensor(1.),tensor(0.9286),tensor(0.9375),tensor(1.),tensor(0.8571),tensor(1.)
tensor(0.0287),tensor(0.1230),tensor(0.1651),tensor(0.2121),tensor(0.2590),tensor(0.2722),tensor(0.3054),tensor(0.3225),tensor(0.3594),tensor(0.3824),tensor(0.4120),tensor(0.4528),tensor(0.4840),tensor(0.4390),tensor(0.4773),tensor(0.5773),tensor(0.5248),tensor(0.5445),tensor(0.5933),tensor(0.5951),tensor(0.5987),tensor(0.6815),tensor(0.6640),tensor(0.6786),tensor(0.6549),tensor(0.6697),tensor(0.5862),tensor(0.6495),tensor(0.7097),tensor(0.7229),tensor(0.7000),tensor(0.8194),tensor(0.8133),tensor(0.7391),tensor(0.8030),tensor(0.7705),tensor(0.8167),tensor(0.6200),tensor(0.8679),tensor(0.8113),tensor(0.9048),tensor(0.8333),tensor(0.8298),tensor(0.8889),tensor(0.8810),tensor(0.7872),tensor(0.9333),tensor(0.9020),tensor(0.8780),tensor(0.8750),tensor(0.9189),tensor(0.8800),tensor(0.8387),tensor(0.9024),tensor(0.9000),tensor(0.9459),tensor(0.8966),tensor(1.),tensor(0.8462),tensor(0.9565),tensor(0.9677),tensor(1.),tensor(0.9615),tensor(0.9500),tensor(0.8929),tensor(0.9286),tensor(0.9545),tensor(1.),tensor(0.9412),tensor(1.),tensor(0.9412),tensor(1.),tensor(0.9412),tensor(0.8462),tensor(1.),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.),tensor(0.9545),tensor(1.),tensor(0.9167),tensor(0.9048),tensor(1.),tensor(0.9333),tensor(0.9333),tensor(1.),tensor(1.),tensor(0.9091),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0290),tensor(0.1277),tensor(0.1703),tensor(0.2102),tensor(0.2420),tensor(0.3067),tensor(0.3249),tensor(0.3469),tensor(0.3345),tensor(0.3957),tensor(0.4045),tensor(0.4681),tensor(0.4397),tensor(0.4466),tensor(0.5469),tensor(0.5505),tensor(0.5337),tensor(0.5380),tensor(0.6000),tensor(0.5250),tensor(0.5833),tensor(0.6143),tensor(0.6270),tensor(0.5620),tensor(0.6990),tensor(0.6667),tensor(0.7059),tensor(0.7209),tensor(0.7475),tensor(0.7671),tensor(0.7660),tensor(0.7895),tensor(0.7375),tensor(0.7794),tensor(0.7121),tensor(0.8065),tensor(0.8421),tensor(0.9107),tensor(0.8070),tensor(0.8833),tensor(0.8281),tensor(0.8600),tensor(0.7955),tensor(0.8679),tensor(0.8293),tensor(0.7447),tensor(0.8958),tensor(0.8077),tensor(0.9070),tensor(0.8140),tensor(0.8947),tensor(0.7857),tensor(0.9062),tensor(0.8947),tensor(1.),tensor(0.9394),tensor(0.9032),tensor(0.9333),tensor(0.9200),tensor(1.),tensor(0.9737),tensor(1.),tensor(0.9259),tensor(0.9500),tensor(0.9565),tensor(0.8148),tensor(0.9375),tensor(0.9259),tensor(1.),tensor(1.),tensor(0.9474),tensor(0.9444),tensor(1.),tensor(1.),tensor(0.8000),tensor(1.),tensor(1.),tensor(1.),tensor(0.8000),tensor(0.9412),tensor(0.8750),tensor(1.),tensor(0.9545),tensor(1.),tensor(1.),tensor(0.8750),tensor(0.9231),tensor(1.),tensor(0.9412),tensor(0.9286),tensor(0.9091),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0291),tensor(0.1261),tensor(0.1740),tensor(0.1978),tensor(0.2435),tensor(0.3075),tensor(0.3333),tensor(0.3498),tensor(0.3683),tensor(0.4012),tensor(0.4165),tensor(0.4986),tensor(0.4839),tensor(0.4979),tensor(0.4848),tensor(0.5389),tensor(0.5343),tensor(0.5519),tensor(0.6358),tensor(0.5658),tensor(0.6174),tensor(0.6716),tensor(0.6512),tensor(0.6435),tensor(0.6190),tensor(0.6214),tensor(0.6705),tensor(0.7000),tensor(0.6970),tensor(0.6914),tensor(0.7340),tensor(0.7973),tensor(0.7532),tensor(0.7077),tensor(0.8382),tensor(0.8070),tensor(0.8065),tensor(0.9000),tensor(0.8596),tensor(0.8462),tensor(0.8033),tensor(0.8367),tensor(0.7955),tensor(0.7551),tensor(0.8857),tensor(0.8200),tensor(0.6957),tensor(0.8909),tensor(0.9318),tensor(0.9474),tensor(0.9118),tensor(0.9286),tensor(0.9091),tensor(0.9744),tensor(0.9310),tensor(0.9706),tensor(0.7667),tensor(0.9200),tensor(0.9130),tensor(0.9091),tensor(0.8889),tensor(0.9394),tensor(0.9643),tensor(0.9091),tensor(0.8889),tensor(0.9655),tensor(1.),tensor(0.9091),tensor(0.8947),tensor(1.),tensor(0.9444),tensor(0.9375),tensor(0.9444),tensor(1.),tensor(0.9286),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9286),tensor(1.),tensor(0.9524),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9167),tensor(0.9000),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9286),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0289),tensor(0.1226),tensor(0.1658),tensor(0.2134),tensor(0.2449),tensor(0.2761),tensor(0.3135),tensor(0.3536),tensor(0.3950),tensor(0.4067),tensor(0.4113),tensor(0.4146),tensor(0.4656),tensor(0.4894),tensor(0.5269),tensor(0.5550),tensor(0.5274),tensor(0.5459),tensor(0.5379),tensor(0.6287),tensor(0.6301),tensor(0.5985),tensor(0.6641),tensor(0.6226),tensor(0.7000),tensor(0.5673),tensor(0.6559),tensor(0.6588),tensor(0.6735),tensor(0.6316),tensor(0.6947),tensor(0.6143),tensor(0.6301),tensor(0.8235),tensor(0.8000),tensor(0.8276),tensor(0.8889),tensor(0.7500),tensor(0.8276),tensor(0.8070),tensor(0.8125),tensor(0.8654),tensor(0.8298),tensor(0.7736),tensor(0.8000),tensor(0.9038),tensor(0.9574),tensor(0.8571),tensor(0.8511),tensor(0.7949),tensor(0.8857),tensor(0.9000),tensor(0.8235),tensor(0.9737),tensor(0.8929),tensor(0.8889),tensor(0.9032),tensor(0.8387),tensor(0.8462),tensor(0.9630),tensor(0.9412),tensor(0.9310),tensor(0.8214),tensor(0.8333),tensor(0.9259),tensor(0.8889),tensor(0.9524),tensor(1.),tensor(0.9524),tensor(0.9524),tensor(0.9333),tensor(0.9474),tensor(0.9444),tensor(0.8571),tensor(1.),tensor(1.),tensor(0.9167),tensor(1.),tensor(1.),tensor(0.9000),tensor(0.9412),tensor(1.),tensor(1.),tensor(0.9412),tensor(0.8571),tensor(1.),tensor(0.9333),tensor(0.9091),tensor(0.8750),tensor(1.),tensor(0.9286),tensor(0.9474),tensor(1.),tensor(1.),tensor(0.9167),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9091)
tensor(0.0282),tensor(0.1187),tensor(0.1778),tensor(0.2174),tensor(0.2575),tensor(0.2817),tensor(0.3042),tensor(0.3290),tensor(0.3765),tensor(0.4154),tensor(0.4165),tensor(0.4864),tensor(0.4702),tensor(0.5000),tensor(0.5096),tensor(0.5291),tensor(0.5311),tensor(0.5291),tensor(0.5987),tensor(0.5130),tensor(0.6429),tensor(0.5333),tensor(0.6290),tensor(0.6333),tensor(0.7129),tensor(0.6535),tensor(0.7033),tensor(0.7000),tensor(0.6522),tensor(0.6923),tensor(0.6067),tensor(0.8261),tensor(0.7838),tensor(0.7324),tensor(0.7581),tensor(0.8710),tensor(0.7778),tensor(0.8462),tensor(0.8393),tensor(0.6981),tensor(0.8226),tensor(0.8269),tensor(0.9070),tensor(0.8909),tensor(0.8462),tensor(0.8235),tensor(0.8605),tensor(0.9400),tensor(0.8980),tensor(0.8974),tensor(0.7941),tensor(0.9259),tensor(0.8710),tensor(0.8837),tensor(0.9032),tensor(0.9032),tensor(0.9375),tensor(0.9688),tensor(0.8000),tensor(0.9545),tensor(0.9459),tensor(0.9677),tensor(0.8400),tensor(0.8000),tensor(0.8846),tensor(0.9231),tensor(1.),tensor(0.9565),tensor(0.9444),tensor(0.9615),tensor(0.9444),tensor(0.9444),tensor(0.8750),tensor(1.),tensor(0.8125),tensor(0.8824),tensor(0.9130),tensor(0.9259),tensor(0.8889),tensor(0.9474),tensor(0.8889),tensor(1.),tensor(0.9545),tensor(1.),tensor(0.9375),tensor(1.),tensor(0.9167),tensor(1.),tensor(0.9474),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9091),tensor(1.)
tensor(0.0289),tensor(0.1240),tensor(0.1690),tensor(0.2139),tensor(0.2693),tensor(0.2954),tensor(0.2906),tensor(0.3586),tensor(0.3647),tensor(0.4059),tensor(0.4423),tensor(0.4475),tensor(0.4615),tensor(0.4618),tensor(0.4863),tensor(0.5463),tensor(0.5337),tensor(0.5819),tensor(0.5822),tensor(0.5280),tensor(0.5909),tensor(0.6496),tensor(0.6142),tensor(0.6261),tensor(0.6700),tensor(0.5660),tensor(0.7033),tensor(0.7416),tensor(0.6421),tensor(0.7722),tensor(0.8352),tensor(0.7568),tensor(0.7534),tensor(0.7429),tensor(0.6949),tensor(0.7931),tensor(0.7188),tensor(0.7679),tensor(0.7627),tensor(0.7455),tensor(0.8103),tensor(0.7925),tensor(0.7872),tensor(0.9091),tensor(0.9231),tensor(0.8049),tensor(0.9286),tensor(0.8814),tensor(0.7917),tensor(0.8293),tensor(1.),tensor(0.9630),tensor(0.9167),tensor(0.9231),tensor(0.8214),tensor(0.8788),tensor(0.8966),tensor(0.9697),tensor(0.9091),tensor(0.8929),tensor(0.9167),tensor(0.9643),tensor(0.8261),tensor(1.),tensor(0.9259),tensor(0.9630),tensor(0.9048),tensor(0.8421),tensor(0.8125),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8182),tensor(0.8824),tensor(0.8125),tensor(0.9565),tensor(0.9259),tensor(1.),tensor(1.),tensor(0.8235),tensor(1.),tensor(1.),tensor(1.),tensor(0.9375),tensor(0.8750),tensor(1.),tensor(1.),tensor(0.9444),tensor(0.9167),tensor(0.9231),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8750),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0286),tensor(0.1218),tensor(0.1789),tensor(0.2213),tensor(0.2478),tensor(0.2876),tensor(0.3234),tensor(0.3239),tensor(0.3740),tensor(0.3686),tensor(0.3867),tensor(0.4243),tensor(0.5080),tensor(0.4822),tensor(0.5521),tensor(0.5000),tensor(0.6122),tensor(0.4811),tensor(0.6014),tensor(0.6169),tensor(0.5667),tensor(0.6268),tensor(0.6880),tensor(0.6638),tensor(0.6000),tensor(0.8125),tensor(0.6667),tensor(0.7391),tensor(0.7158),tensor(0.6750),tensor(0.7419),tensor(0.7083),tensor(0.8243),tensor(0.6875),tensor(0.8594),tensor(0.8136),tensor(0.7377),tensor(0.8929),tensor(0.7963),tensor(0.8462),tensor(0.7812),tensor(0.7800),tensor(0.9130),tensor(0.8846),tensor(0.7907),tensor(0.7885),tensor(0.7209),tensor(0.8431),tensor(0.9574),tensor(0.8750),tensor(0.9167),tensor(0.8929),tensor(0.8788),tensor(0.9143),tensor(0.9200),tensor(0.9394),tensor(0.8710),tensor(0.9286),tensor(1.),tensor(0.9583),tensor(0.9706),tensor(0.9286),tensor(0.9630),tensor(0.8333),tensor(0.9259),tensor(0.9130),tensor(0.9524),tensor(0.9091),tensor(1.),tensor(0.9600),tensor(1.),tensor(1.),tensor(0.9444),tensor(0.8333),tensor(1.),tensor(1.),tensor(0.9583),tensor(0.9545),tensor(1.),tensor(0.9545),tensor(1.),tensor(1.),tensor(0.9048),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9333),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0293),tensor(0.1257),tensor(0.1778),tensor(0.2259),tensor(0.2682),tensor(0.3083),tensor(0.3158),tensor(0.3304),tensor(0.3939),tensor(0.4029),tensor(0.3888),tensor(0.4321),tensor(0.4463),tensor(0.5914),tensor(0.4496),tensor(0.5178),tensor(0.5220),tensor(0.6096),tensor(0.5714),tensor(0.5677),tensor(0.5931),tensor(0.5703),tensor(0.6129),tensor(0.6897),tensor(0.7170),tensor(0.6731),tensor(0.6977),tensor(0.7333),tensor(0.6832),tensor(0.7882),tensor(0.7841),tensor(0.8333),tensor(0.7432),tensor(0.8406),tensor(0.8033),tensor(0.7333),tensor(0.8475),tensor(0.6078),tensor(0.8491),tensor(0.8491),tensor(0.8596),tensor(0.8980),tensor(0.8478),tensor(0.8125),tensor(0.8947),tensor(0.9200),tensor(0.8780),tensor(0.8868),tensor(0.9111),tensor(0.9762),tensor(0.9412),tensor(0.8966),tensor(0.8667),tensor(0.8889),tensor(0.9655),tensor(0.8158),tensor(0.9697),tensor(0.9667),tensor(0.8333),tensor(0.8846),tensor(0.9722),tensor(0.9355),tensor(0.9545),tensor(0.8095),tensor(0.9130),tensor(0.9655),tensor(0.9048),tensor(0.8696),tensor(0.9375),tensor(0.9615),tensor(0.8750),tensor(0.9444),tensor(0.9375),tensor(0.9286),tensor(1.),tensor(0.8947),tensor(1.),tensor(1.),tensor(1.),tensor(0.9500),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8750),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9167),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9286)
tensor(0.0302),tensor(0.1354),tensor(0.1858),tensor(0.2140),tensor(0.2540),tensor(0.3100),tensor(0.3244),tensor(0.3567),tensor(0.3288),tensor(0.4283),tensor(0.4394),tensor(0.4162),tensor(0.4862),tensor(0.4724),tensor(0.5094),tensor(0.5596),tensor(0.5700),tensor(0.5714),tensor(0.6154),tensor(0.5864),tensor(0.6957),tensor(0.5352),tensor(0.6589),tensor(0.7273),tensor(0.6466),tensor(0.6698),tensor(0.6875),tensor(0.7802),tensor(0.7576),tensor(0.7500),tensor(0.6804),tensor(0.8158),tensor(0.8590),tensor(0.8548),tensor(0.7937),tensor(0.7937),tensor(0.8226),tensor(0.8545),tensor(0.8182),tensor(0.8519),tensor(0.8525),tensor(0.8545),tensor(0.9149),tensor(0.8545),tensor(0.8837),tensor(0.9149),tensor(0.8444),tensor(0.8000),tensor(0.9024),tensor(0.8780),tensor(0.8611),tensor(0.9643),tensor(0.9032),tensor(0.9024),tensor(0.7037),tensor(0.8485),tensor(0.9394),tensor(0.9286),tensor(0.9091),tensor(0.8519),tensor(0.9722),tensor(0.9062),tensor(0.8462),tensor(1.),tensor(1.),tensor(0.9643),tensor(0.9048),tensor(1.),tensor(0.9500),tensor(1.),tensor(0.8125),tensor(1.),tensor(1.),tensor(0.8000),tensor(0.9412),tensor(0.8889),tensor(0.9600),tensor(0.9583),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8696),tensor(0.8235),tensor(1.),tensor(1.),tensor(0.9231),tensor(0.9231),tensor(1.),tensor(1.),tensor(1.),tensor(0.9412),tensor(0.9231),tensor(1.),tensor(0.9091),tensor(1.),tensor(1.),tensor(0.9231),tensor(1.),tensor(1.)
